time_s,imp_IMP_MYUSM_L1,imp_IMP_MYUSM_R1,imp_IMP_MYUSM_L2,imp_IMP_MYUSM_R2,imp_IMP_FS_L1,imp_IMP_FS_R1,imp_IMP_FS_L2,imp_IMP_FS_R2,exp_AVy_L1,exp_AVy_R1,exp_AVy_L2,exp_AVy_R2,exp_AAy_L1,exp_AAy_R1,exp_AAy_L2,exp_AAy_R2,exp_Fz_L1,exp_Fz_R1,exp_Fz_L2,exp_Fz_R2,exp_CmpS_L1,exp_CmpS_R1,exp_CmpS_L2,exp_CmpS_R2,exp_Vz_Wc_L1,exp_Vz_Wc_R1,exp_Vz_Wc_L2,exp_Vz_Wc_R2,exp_X_L1,exp_X_R1,exp_X_L2,exp_X_R2,exp_Y_L1,exp_Y_R1,exp_Y_L2,exp_Y_R2,exp_Z_L1,exp_Z_R1,exp_Z_L2,exp_Z_R2,exp_Fx_L1,exp_Fx_R1,exp_Fx_L2,exp_Fx_R2,exp_Fy_L1,exp_Fy_R1,exp_Fy_L2,exp_Fy_R2,exp_My_US_L1,exp_My_US_R1,exp_My_US_L2,exp_My_US_R2,exp_Jnc_L1,exp_Jnc_R1,exp_Jnc_L2,exp_Jnc_R2,exp_JncR_L1,exp_JncR_R1,exp_JncR_L2,exp_JncR_R2,exp_Fs_L1,exp_Fs_R1,exp_Fs_L2,exp_Fs_R2,exp_Fd_L1,exp_Fd_R1,exp_Fd_L2,exp_Fd_R2,exp_FsExt_L1,exp_FsExt_R1,exp_FsExt_L2,exp_FsExt_R2,exp_CmpJStL1,exp_CmpJStR1,exp_CmpJStL2,exp_CmpJStR2,exp_CmpRStL1,exp_CmpRStR1,exp_CmpRStL2,exp_CmpRStR2,exp_Kappa_L1i,exp_Kappa_R1i,exp_Kappa_L2i,exp_Kappa_R2i,exp_Alpha_L1i,exp_Alpha_R1i,exp_Alpha_L2i,exp_Alpha_R2i,exp_CmpT_L1i,exp_CmpT_R1i,exp_CmpT_L2i,exp_CmpT_R2i,exp_RRE_L1i,exp_RRE_R1i,exp_RRE_L2i,exp_RRE_R2i,exp_Zgnd_L1i,exp_Zgnd_R1i,exp_Zgnd_L2i,exp_Zgnd_R2i,exp_MuX_L1i,exp_MuX_R1i,exp_MuX_L2i,exp_MuX_R2i,exp_Xo,exp_Vx,exp_Roll_E,exp_Pitch,exp_Yo,exp_Zo,exp_Yaw,exp_Ax,exp_Ay,exp_Az,exp_Az_SM,exp_AVx,exp_AVy,exp_AVz,exp_Roll_Rd,exp_Sta_Road
0.3065,0,0,0,0,0,0,0,0,27.0837155,27.6393108,27.4589795,27.7507676,3.68055658,0.72579785,6.18500051,6.95538682,3774.82015,2991.48768,3732.38636,3235.02075,75.9696952,134.130041,59.70144,63.8397915,-0.0530849975,-0.0731734582,0.0133383108,0.166035421,100.241769,100.242899,98.3169305,98.3180284,0.627730672,-0.626038351,0.625533362,-0.627211799,0.245822122,0.249383014,0.24600689,0.248270441,-65.1063908,-40.0911417,-48.1591443,-46.6180578,-186.576866,-66.2569905,-72.8771267,-90.3245312,0,0,0,0,30.9061894,36.5304718,35.002433,39.3294421,-29.6342633,-92.2996448,10.4655054,-7.9279575,4558.18171,4023.90122,3270.66084,3084.95448,-178.269308,-543.826622,179.72814,-133.325849,0,0,0,0,30.9061894,36.5304718,35.002433,39.3294421,30.9061894,36.5304718,35.002433,39.3294421,-0.0202701302,-0.000458866859,-0.0102510776,-0.0138527201,-1.87326557,-1.85067,-2.90003669,-2.70363401,17.1582734,13.5976713,16.9653926,14.7046398,263,263,263,263,-0,-0,-0,2.77555756e-17,0.7,0.7,0.7,0.7,100.242638,2.70754254,0.0943797601,-0.116762891,0.000929722259,-0.0491047596,0.0479137456,-0.0149864932,-0.0311963931,0.0297419934,0.0283362166,-2.73397311,-1.41402918,0.404866511,0.0943795642,100.242638
0.307,0,0,0,0,0,0,0,0,27.1018234,27.6427849,27.4888192,27.7843904,3.89248495,0.720377472,6.29759387,7.10903872,3774.97327,2991.95156,3733.32213,3231.39393,75.9581366,134.094014,59.7064174,63.8359698,-0.0525664989,-0.0737618646,0.0156237708,0.166606922,100.242149,100.243283,98.3173102,98.3184123,0.627726765,-0.626051168,0.62552,-0.627224964,0.245821525,0.249380913,0.246002714,0.248286849,-66.2390875,-40.0470548,-48.6976296,-47.3158667,-184.964035,-64.7831998,-70.642465,-88.0496959,0,0,0,0,30.8914037,36.4843865,35.0076373,39.3254461,-29.5117501,-92.0392689,10.3505361,-8.05563037,4557.48819,4022.82041,3273.73866,3083.6716,-177.522923,-542.497302,177.78267,-135.446482,0,0,0,0,30.8914037,36.4843865,35.0076373,39.3254461,30.8914037,36.4843865,35.0076373,39.3254461,-0.0192107,9.76066121e-05,-0.00876356505,-0.0122116044,-1.86807347,-1.84466791,-2.89111884,-2.69526174,17.1589694,13.5997798,16.969646,14.6881542,263,263,263,263,-0,2.77555756e-17,-0,-0,0.7,0.7,0.7,0.7,100.243023,2.70727635,0.0930175507,-0.117464708,0.000916784841,-0.0490756687,0.048114634,-0.0151608143,-0.0306269218,0.0295864829,0.0281943805,-2.71294019,-1.39197025,0.403237895,0.0930173553,100.243023
0.3075,0,0,0,0,0,0,0,0,27.1209146,27.6462115,27.5191568,27.8187004,4.09198991,0.712102524,6.39331876,7.24292458,3775.11041,2992.43516,3734.18649,3227.74823,75.9466252,134.058089,59.7113396,63.8320871,-0.0520474581,-0.0743533011,0.0179101733,0.167163322,100.242528,100.243666,98.3176897,98.318796,0.627722848,-0.626063962,0.62550667,-0.627238116,0.245820999,0.249378722,0.245998862,0.248303344,-67.3049845,-39.9874668,-49.1443857,-47.9082987,-183.357322,-63.3166374,-68.4167114,-85.7864709,0,0,0,0,30.8766784,36.438432,35.0127838,39.3213864,-29.3923304,-91.7769563,10.2344099,-8.18296994,4556.79751,4021.74267,3276.77591,3082.37023,-176.795486,-541.155587,175.8161,-137.561008,0,0,0,0,30.8766784,36.438432,35.0127838,39.3213864,30.8766784,36.438432,35.0127838,39.3213864,-0.018114581,0.000653241585,-0.00725736847,-0.010543866,-1.86244739,-1.83823647,-2.88167562,-2.68631804,17.1595928,13.601978,16.973575,14.6715829,263,263,263,263,2.77555756e-17,-0,-0,-0,0.7,0.7,0.7,0.7,100.243408,2.70700728,0.0916659274,-0.118155502,0.000903900456,-0.0490466821,0.0483147334,-0.0153141927,-0.0300599839,0.0294244839,0.0280461275,-2.69162822,-1.3699648,0.401573174,0.0916657325,100.243408
0.308,0,0,0,0,0,0,0,0,27.1409287,27.6495918,27.5499112,27.8536024,4.27865239,0.696555289,6.47200061,7.35680171,3775.22806,2992.93554,3734.97944,3224.08417,75.9351598,134.022267,59.7162059,63.8281435,-0.0515274149,-0.0749471364,0.0201970133,0.167704375,100.242907,100.244049,98.3180691,98.3191796,0.627718921,-0.62607673,0.625493376,-0.627251251,0.24582056,0.249376454,0.245995334,0.248319923,-68.301992,-39.8894643,-49.4985447,-48.3941713,-181.757333,-61.8573288,-66.200293,-83.5353761,0,0,0,0,30.8620121,36.3926091,35.017872,39.3172631,-29.2760327,-91.5127148,10.1171297,-8.30996081,4556.10959,4020.66802,3279.77247,3081.05051,-176.087163,-539.801457,173.828464,-139.669187,0,0,0,0,30.8620121,36.3926091,35.017872,39.3172631,30.8620121,36.3926091,35.017872,39.3172631,-0.0169841648,0.00120791669,-0.00573560267,-0.00885299584,-1.85630909,-1.83144702,-2.87170865,-2.67686176,17.1601275,13.6042525,16.9771793,14.6549281,263,263,263,263,-0,-0,-0,-0,0.7,0.7,0.7,0.7,100.243793,2.70673568,0.0903250291,-0.1188353,0.000891072033,-0.0490177998,0.0485140251,-0.0154446068,-0.0294956988,0.0292555496,0.0278914097,-2.67003983,-1.34801764,0.399871971,0.0903248348,100.243793
0.3085,0,0,0,0,0,0,0,0,27.1618034,27.6528805,27.5810005,27.8890004,4.45222055,0.674725136,6.53349422,7.45046283,3775.33321,2993.45888,3735.70097,3220.40225,75.9237393,133.986549,59.7210159,63.8241393,-0.0510075624,-0.0755441418,0.0224837851,0.168229846,100.243286,100.244432,98.3184484,98.319563,0.627714988,-0.626089472,0.62548012,-0.627264366,0.245820178,0.249374083,0.24599213,0.248336584,-69.2283931,-39.7578946,-49.7594334,-48.772522,-180.163979,-60.4060535,-63.9936342,-81.2967828,0,0,0,0,30.8474032,36.3469188,35.0229012,39.3130763,-29.1629259,-91.2466096,9.99871028,-8.43657302,4555.42436,4019.59647,3282.72823,3079.7126,-175.398368,-538.435189,171.819999,-141.770541,0,0,0,0,30.8474032,36.3469188,35.0229012,39.3130763,30.8474032,36.3469188,35.0229012,39.3130763,-0.0158218007,0.0017596793,-0.00420143977,-0.00714261775,-1.84982319,-1.82416497,-2.86122048,-2.66689524,17.1606055,13.6066313,16.9804589,14.638192,263,263,263,263,2.77555756e-17,-0,-0,-0,0.7,0.7,0.7,0.7,100.244178,2.70646199,0.0889949935,-0.119504134,0.000878302468,-0.0489890216,0.0487124901,-0.0155521415,-0.028934185,0.0290807051,0.0277303263,-2.64817775,-1.32613416,0.398134557,0.0889947999,100.244178
0.309,0,0,0,0,0,0,0,0,27.1834755,27.65605,27.6123425,27.9247974,4.61231801,0.646630021,6.57769357,7.52374622,3775.42236,2994.00225,3736.35107,3216.70296,75.9123624,133.950935,59.7257689,63.8200747,-0.05048703,-0.0761434031,0.0247699649,0.168739483,100.243665,100.244815,98.3188276,98.3199463,0.62771105,-0.626102185,0.625466907,-0.627277459,0.245819867,0.249371621,0.245989249,0.248353324,-70.0823997,-39.5930198,-49.9265769,-49.0426237,-178.577705,-58.9629236,-61.7971946,-79.0710796,0,0,0,0,30.83285,36.301362,35.027871,39.3088264,-29.0529293,-90.978577,9.87915949,-8.56278542,4554.74175,4018.52805,3285.64309,3078.35664,-174.728602,-537.056394,169.790826,-143.864733,0,0,0,0,30.83285,36.301362,35.027871,39.3088264,30.83285,36.301362,35.027871,39.3088264,-0.0146300257,0.00230731813,-0.00265802118,-0.00541638232,-1.8429112,-1.81646128,-2.85027506,-2.65642063,17.1610107,13.6091011,16.983414,14.6213771,263,263,263,263,-0,2.77555756e-17,-0,-0,0.7,0.7,0.7,0.7,100.244563,2.70618659,0.0876759568,-0.120162035,0.000865594638,-0.0489603475,0.0489101097,-0.0156366009,-0.0283755479,0.0288995057,0.0275629415,-2.62604474,-1.30431955,0.396360938,0.087675764,100.244563
0.3095,0,0,0,0,0,0,0,0,27.2058799,27.6590703,27.6438542,27.9608956,4.75860518,0.612340675,6.60452616,7.5765338,3775.49194,2994.56572,3736.92982,3212.98682,75.9010279,133.915426,59.7304646,63.8159498,-0.049965343,-0.076744756,0.0270550616,0.169233042,100.244044,100.245198,98.3192066,98.3203295,0.627707111,-0.626114866,0.625453737,-0.627290527,0.245819644,0.249369069,0.245986693,0.248370142,-70.8623784,-39.3952001,-49.999694,-49.203982,-176.999109,-57.528205,-59.611245,-76.858651,0,0,0,0,30.818351,36.2559397,35.0327807,39.3045135,-28.946074,-90.7086495,9.75848768,-8.68857461,4554.06168,4017.46279,3288.51694,3076.9828,-174.078049,-535.665182,167.741111,-145.951394,0,0,0,0,30.818351,36.2559397,35.0327807,39.3045135,30.818351,36.2559397,35.0327807,39.3045135,-0.0134114417,0.00284951327,-0.00110867354,-0.00367797576,-1.83549375,-1.80833865,-2.83875154,-2.64544019,17.161327,13.6116624,16.9860446,14.6044856,263,263,263,263,-0,-0,-0,-0,0.7,0.7,0.7,0.7,100.244947,2.70590991,0.0863680539,-0.120809041,0.000852951393,-0.0489317773,0.0491068649,-0.0156978604,-0.0278198859,0.0287117329,0.0273892559,-2.60364361,-1.28257905,0.394551147,0.0863678619,100.244947
0.31,0,0,0,0,0,0,0,0,27.2289498,27.6619122,27.6754525,27.9971969,4.89092208,0.571900728,6.61396109,7.60875128,3775.54904,2995.146,3737.43724,3209.25436,75.8897346,133.880024,59.7351022,63.8117648,-0.0494436988,-0.0773475006,0.0293385492,0.169710276,100.244423,100.245581,98.3195856,98.3207126,0.627703173,-0.626127512,0.625440614,-0.627303566,0.245819478,0.249366439,0.24598446,0.248387034,-71.5670909,-39.1648283,-49.9787136,-49.2563364,-175.428086,-56.1018762,-57.4363302,-74.6598771,0,0,0,0,30.8039047,36.2106529,35.0376298,39.3001377,-28.8424244,-90.4368376,9.6367046,-8.81391832,4553.38408,4016.40071,3291.34968,3075.59124,-173.447093,-534.261544,165.67101,-148.030171,0,0,0,0,30.8039047,36.2106529,35.0376298,39.3001377,30.8039047,36.2106529,35.0376298,39.3001377,-0.0121685719,0.00338499671,0.000443419882,-0.00193110892,-1.82773797,-1.79987613,-2.82671408,-2.63395625,17.1615865,13.6143,16.9883511,14.5875198,263,263,263,263,-0,-0,-0,-2.77555756e-17,0.7,0.7,0.7,0.7,100.245332,2.70563235,0.0850714182,-0.121445189,0.000840375558,-0.0489033108,0.0493027372,-0.015735783,-0.0272672817,0.0285177113,0.0272093103,-2.58097722,-1.26091791,0.392705184,0.0850712271,100.245332
0.3105,0,0,0,0,0,0,0,0,27.2526181,27.6645462,27.7070544,28.0336029,5.00898023,0.525495162,6.60600195,7.62036962,3775.59009,2995.7499,3737.87339,3205.50611,75.8784811,133.844727,59.7396814,63.80752,-0.0489212112,-0.0779525111,0.0316199119,0.17017094,100.244802,100.245963,98.3199644,98.3210955,0.627699237,-0.626140123,0.625427542,-0.627316576,0.245819383,0.249363704,0.24598255,0.248404,-72.1952233,-38.9025197,-49.8637557,-49.19966,-173.865071,-54.6847514,-55.2728379,-72.4751339,0,0,0,0,30.7895094,36.1655024,35.0424177,39.2956994,-28.7418964,-90.1632098,9.51381931,-8.93879445,4552.70887,4015.34182,3294.14121,3074.18212,-172.835217,-532.845776,163.580671,-150.100714,0,0,0,0,30.7895094,36.1655024,35.0424177,39.2956994,30.7895094,36.1655024,35.0424177,39.2956994,-0.0109041181,0.00391238705,0.00199501362,-0.000179511197,-1.81956457,-1.79092414,-2.81416523,-2.62197119,17.1617731,13.617045,16.9903336,14.5704823,263,263,263,263,-2.77555756e-17,-0,-0,-0,0.7,0.7,0.7,0.7,100.245716,2.70535432,0.0837861819,-0.122070521,0.000827869931,-0.0488749479,0.0494977078,-0.0157503537,-0.0267178707,0.0283177313,0.0270231906,-2.55804845,-1.23934135,0.390823094,0.0837859917,100.245716
0.311,0,0,0,0,0,0,0,0,27.2768161,27.6669445,27.7385767,28.0700152,5.11253967,0.473199775,6.58069815,7.60434395,3775.61148,2996.37413,3738.23835,3201.74259,75.8672663,133.809539,59.7442015,63.8032157,-0.0483973934,-0.0785587858,0.0338986339,0.17061479,100.24518,100.246345,98.3203431,98.3214782,0.627695307,-0.626152695,0.625414523,-0.627329551,0.245819376,0.249360876,0.245980962,0.248421035,-72.7456261,-38.6088266,-49.6551403,-48.997218,-172.310663,-53.2769141,-53.1211748,-70.3048023,0,0,0,0,30.7751636,36.1204892,35.0471439,39.2911988,-28.6445183,-89.8876944,9.38984132,-9.06318234,4552.03598,4014.28616,3296.89144,3072.75561,-172.242586,-531.417445,161.470252,-152.162698,0,0,0,0,30.7751636,36.1204892,35.0471439,39.2911988,30.7751636,36.1204892,35.0471439,39.2911988,-0.00962083044,0.00443044618,0.00354285831,0.00157307992,-1.81089327,-1.78156189,-2.80110768,-2.6094875,17.1618704,13.6198824,16.9919925,14.5533754,263,263,263,263,-0,-0,-0,-0,0.7,0.7,0.7,0.7,100.2461,2.70507624,0.0825124753,-0.12268508,0.000815437283,-0.0488466882,0.0496917578,-0.0157388104,-0.026171763,0.0281113189,0.0268308875,-2.53486026,-1.21785459,0.388904835,0.0825122862,100.2461
0.3115,0,0,0,0,0,0,0,0,27.3014739,27.669079,27.7699368,28.106285,5.20151374,0.415089383,6.53810738,7.5772232,3775.62039,2997.01554,3738.53223,3197.96436,75.856089,133.774458,59.7486621,63.7988519,-0.0478734529,-0.0791657379,0.0361741925,0.171041615,100.245559,100.246728,98.3207217,98.3218609,0.627691385,-0.626165227,0.625401559,-0.62734249,0.245819426,0.24935797,0.245979698,0.248438138,-73.2175605,-38.2843746,-49.3533854,-48.7357392,-170.764732,-51.8783268,-50.9817445,-68.149228,0,0,0,0,30.7608657,36.0756143,35.0518078,39.2866361,-28.5503609,-89.6103378,9.26479044,-9.18704144,4551.36534,4013.23373,3299.60027,3071.31189,-171.669624,-529.976741,159.340086,-154.215468,0,0,0,0,30.7608657,36.0756143,35.0518078,39.2866361,30.7608657,36.0756143,35.0518078,39.2866361,-0.00832138551,0.00493790728,0.00508368495,0.00332107579,-1.80189331,-1.77186378,-2.78754514,-2.59650861,17.1619109,13.6227979,16.9933283,14.5362016,263,263,263,263,-0,-0,-0,-0,0.7,0.7,0.7,0.7,100.246483,2.70479859,0.0812504277,-0.123288912,0.000803080357,-0.0488185317,0.0498848686,-0.0157076437,-0.0256290123,0.0278988245,0.0266325303,-2.51141569,-1.19646349,0.386951086,0.0812502396,100.246483
0.312,0,0,0,0,0,0,0,0,27.3265217,27.6709222,27.8010523,28.1423989,5.27572147,0.351398866,6.47836047,7.52735047,3775.6132,2997.68055,3738.75512,3194.17196,75.8449478,133.739486,59.7530626,63.794429,-0.04734849,-0.0797741541,0.0384460717,0.171451102,100.245937,100.24711,98.3211002,98.3222433,0.627687473,-0.626177716,0.625388653,-0.627355391,0.245819548,0.249354957,0.245978755,0.248455306,-73.6102098,-37.9300019,-48.959208,-48.3543651,-169.22771,-50.4897595,-48.8549454,-66.0087881,0,0,0,0,30.746614,36.0308784,35.0564089,39.2820116,-28.4593211,-89.3311828,9.13865555,-9.31039068,4550.69687,4012.18457,3302.26759,3069.85113,-171.115699,-528.523844,157.189984,-156.259354,0,0,0,0,30.746614,36.0308784,35.0564089,39.2820116,30.746614,36.0308784,35.0564089,39.2820116,-0.00700855996,0.00543352532,0.00661429859,0.00506382702,-1.79248585,-1.76169027,-2.77347888,-2.58303575,17.1618782,13.6258207,16.9943415,14.5189635,263,263,263,263,-0,-0,-0,-0,0.7,0.7,0.7,0.7,100.246867,2.70452166,0.0800001665,-0.123882067,0.000790801875,-0.0487904779,0.0500770219,-0.0156523748,-0.0250897582,0.0276805098,0.0264280959,-2.48771769,-1.1751721,0.384960676,0.0799999795,100.246867
0.3125,0,0,0,0,0,0,0,0,27.3518886,27.672448,27.8318416,28.1782203,5.33500334,0.28223859,6.40160555,7.45720319,3775.58621,2998.36603,3738.90717,3190.36596,75.8338416,133.704623,59.7574025,63.7899473,-0.0468220081,-0.0803830791,0.0407137672,0.171843066,100.246315,100.247492,98.3214785,98.3226257,0.627683573,-0.62619016,0.625375809,-0.62736825,0.245819758,0.249351852,0.245978133,0.248472536,-73.9229226,-37.5464811,-48.4735156,-47.8661809,-167.700191,-49.1112983,-46.7411745,-63.8838391,0,0,0,0,30.7324071,35.9862826,35.0609467,39.2773256,-28.3714324,-89.050172,9.01145839,-9.43318699,4550.0305,4011.13869,3304.89333,3068.37352,-170.581007,-527.058415,155.020317,-158.29366,0,0,0,0,30.7324071,35.9862826,35.0609467,39.2773256,30.7324071,35.9862826,35.0609467,39.2773256,-0.00568521863,0.00591609133,0.00813146492,0.0067961834,-1.78258853,-1.75111609,-2.75891258,-2.56907233,17.1617555,13.6289365,16.9950326,14.5016635,263,263,263,263,-0,-0,-0,-0,0.7,0.7,0.7,0.7,100.24725,2.70424592,0.0787618178,-0.124464595,0.000778604517,-0.0487625267,0.0502681985,-0.0155740754,-0.0245541023,0.027455912,0.0262176506,-2.46376937,-1.1539861,0.382934081,0.078761632,100.24725
0.313,0,0,0,0,0,0,0,0,27.3775029,27.6736304,27.8622238,28.2136583,5.37939183,0.207734723,6.30803057,7.36698033,3775.54674,2999.06827,3738.9885,3186.54694,75.8227692,133.669871,59.7616814,63.785407,-0.04629524,-0.0809918364,0.0429767606,0.172217269,100.246693,100.247874,98.3218568,98.3230079,0.627679687,-0.626202557,0.625363028,-0.627381065,0.245820025,0.24934867,0.245977832,0.248489827,-74.1554738,-37.1346501,-47.8974117,-47.272363,-166.18202,-47.7428539,-44.6408235,-61.7747716,0,0,0,0,30.7182434,35.9418278,35.0654206,39.2725783,-28.2867543,-88.7673356,8.88320585,-9.55541672,4549.36615,4010.09612,3307.47738,3066.87924,-170.065905,-525.580572,152.831206,-160.318176,0,0,0,0,30.7182434,35.9418278,35.0654206,39.2725783,30.7182434,35.9418278,35.0654206,39.2725783,-0.00435409017,0.00638446776,0.00963199454,0.00851469975,-1.77237535,-1.74022878,-2.74384919,-2.55468172,17.1615761,13.6321285,16.9954023,14.4843043,263,263,263,263,-0,-0,-2.77555756e-17,-2.77555756e-17,0.7,0.7,0.7,0.7,100.247633,2.70397176,0.0775355061,-0.125036552,0.00076649094,-0.0487346776,0.0504583796,-0.0154729148,-0.0240221089,0.0272253576,0.02600122,-2.43957389,-1.13291049,0.380871161,0.0775353215,100.247633
0.3135,0,0,0,0,0,0,0,0,27.4032935,27.6744444,27.892119,28.2486177,5.40874942,0.128162392,6.19785877,7.25691085,3775.48861,2999.79473,3738.99928,3182.71544,75.8117292,133.635229,59.7658987,63.7808084,-0.0457669045,-0.0816013979,0.0452345425,0.172573462,100.247071,100.248255,98.3222349,98.32339,0.627675818,-0.626214906,0.625350315,-0.627393832,0.245820375,0.24934538,0.245977851,0.248507175,-74.3074927,-36.695565,-47.2321898,-46.5742495,-164.673809,-46.385259,-42.5542807,-59.6817921,0,0,0,0,30.7041212,35.8975148,35.0698302,39.26777,-28.205194,-88.4827457,8.753907,-9.6770599,4548.70375,4009.05688,3310.01965,3065.36848,-169.569822,-524.090653,150.62281,-162.332588,0,0,0,0,30.7041212,35.8975148,35.0698302,39.26777,30.7041212,35.8975148,35.0698302,39.26777,-0.00301808171,0.00683740849,0.0111127281,0.0102156168,-1.7617067,-1.72886401,-2.7282918,-2.53974557,17.1613119,13.6354306,16.9954513,14.4668884,263,263,263,263,-2.77555756e-17,-0,-0,-2.77555756e-17,0.7,0.7,0.7,0.7,100.248016,2.70369959,0.0763213543,-0.125597993,0.000754463769,-0.0487069303,0.0506475465,-0.0153491938,-0.0234939014,0.0269889943,0.0257788773,-2.41513436,-1.11195033,0.378771901,0.0763211709,100.248016
0.314,0,0,0,0,0,0,0,0,27.4291885,27.6748664,27.9214486,28.2830041,5.42314024,0.0436338478,6.07135008,7.1272712,3775.41677,3000.53899,3738.93968,3178.87206,75.8007205,133.600699,59.7700539,63.7761517,-0.0452379196,-0.0822103121,0.0474865952,0.172911429,100.247449,100.248637,98.3226129,98.323772,0.627671969,-0.626227203,0.62533767,-0.62740655,0.245820787,0.249342008,0.245978189,0.248524578,-74.3790402,-36.2301647,-46.4793308,-45.7734169,-163.175567,-45.038322,-40.4819687,-57.6053742,0,0,0,0,30.690039,35.8533446,35.0741748,39.2629011,-28.1268175,-88.1963202,8.62357142,-9.79809911,4548.04323,4008.02098,3312.52005,3063.84143,-169.093155,-522.58819,148.395301,-164.336623,0,0,0,0,30.690039,35.8533446,35.0741748,39.2629011,30.690039,35.8533446,35.0741748,39.2629011,-0.00167997713,0.00727386897,0.0125705947,0.0118953568,-1.75070227,-1.71717114,-2.71230453,-2.52432753,17.1609853,13.6388136,16.9951803,14.4494185,263,263,263,263,-2.77555756e-17,-0,-0,-0,0.7,0.7,0.7,0.7,100.248399,2.7034298,0.0751194836,-0.126148977,0.000742525601,-0.0486792845,0.0508356803,-0.015203174,-0.0229695589,0.0267467686,0.0255506655,-2.39045402,-1.09111057,0.376636177,0.0751193016,100.248399
0.3145,0,0,0,0,0,0,0,0,27.4551164,27.6748729,27.9501351,28.3167248,5.42250863,-0.0455745225,5.9287957,6.97837749,3775.32615,3001.3065,3738.8099,3175.01739,75.7897418,133.566282,59.7741465,63.7714373,-0.0447072723,-0.0828193196,0.0497324347,0.17323095,100.247827,100.249018,98.3229908,98.3241538,0.62766814,-0.626239447,0.625325097,-0.627419216,0.245821284,0.249338532,0.245978846,0.248542033,-74.3701127,-35.7396075,-45.640496,-44.8716504,-161.687858,-43.702686,-38.4241232,-55.5458351,0,0,0,0,30.6759952,35.8093181,35.078454,39.2579718,-28.0515584,-87.9081406,8.49220833,-9.91851612,4547.38451,4006.98845,3314.97849,3062.29828,-168.635493,-521.073572,146.148844,-166.329996,0,0,0,0,30.6759952,35.8093181,35.078454,39.2579718,30.6759952,35.8093181,35.078454,39.2579718,-0.000342680485,0.00769269708,0.0140024164,0.0135503391,-1.73924895,-1.70503045,-2.69576894,-2.50843068,17.1605734,13.6423023,16.9945904,14.4318972,263,263,263,263,-0,-0,2.77555756e-17,-2.77555756e-17,0.7,0.7,0.7,0.7,100.248782,2.70316278,0.0739300139,-0.126689566,0.000730678997,-0.0486517398,0.0510227621,-0.0150352396,-0.0224491886,0.0264987707,0.02531664,-2.36553609,-1.07039616,0.374463954,0.0739298332,100.248782
0.315,0,0,0,0,0,0,0,0,27.4810055,27.6744424,27.9781027,28.3496886,5.40059174,-0.139307385,5.7705315,6.81059374,3775.22181,3002.09161,3738.61014,3171.15202,75.7787919,133.531977,59.7781761,63.7666655,-0.0441758673,-0.0834271614,0.0519715489,0.173531807,100.248205,100.2494,98.3233686,98.3245355,0.627664335,-0.626251635,0.625312599,-0.627431828,0.245821842,0.249334975,0.245979819,0.248559537,-74.2472519,-35.2249691,-44.7175382,-43.8709497,-160.210672,-42.3781941,-36.3812493,-53.5035104,0,0,0,0,30.6619882,35.765436,35.0826673,39.2529824,-27.9794732,-87.6181471,8.35982688,-10.0382941,4546.72752,4005.95931,3317.39489,3060.73923,-168.197174,-519.546447,143.883607,-168.312446,0,0,0,0,30.6619882,35.765436,35.0826673,39.2529824,30.6619882,35.765436,35.0826673,39.2529824,0.000991026952,0.00809291239,0.0154052194,0.0151770383,-1.72746867,-1.69257349,-2.67874935,-2.49205825,17.1600992,13.645871,16.9936825,14.4143273,263,263,263,263,-0,-0,-2.77555756e-17,-2.77555756e-17,0.7,0.7,0.7,0.7,100.249164,2.70289892,0.0727530632,-0.127219824,0.000718926492,-0.0486242957,0.0512087731,-0.0148432154,-0.0219328594,0.0262450146,0.0250768271,-2.34038388,-1.04981193,0.372255106,0.0727528838,100.249164
0.3155,0,0,0,0,0,0,0,0,27.5067391,27.6735535,28.0052771,28.3818063,5.37231714,-0.237281152,5.59690299,6.62429823,3775.09857,3002.90015,3738.34063,3167.27655,75.7678696,133.497786,59.7821421,63.7618366,-0.0436426669,-0.0840346117,0.0542034464,0.173813783,100.248582,100.249781,98.3237463,98.324917,0.627660555,-0.626263767,0.625300178,-0.627444382,0.245822484,0.249331313,0.245981109,0.248577088,-74.0898422,-34.687531,-43.7124792,-42.7735222,-158.744559,-41.0655145,-34.3536964,-51.4787307,0,0,0,0,30.6480165,35.7216995,35.0868141,39.2479333,-27.9104985,-87.3264241,8.22644725,-10.1574076,4546.07218,4004.93359,3319.76915,3059.16447,-167.777809,-518.007223,141.59995,-170.283565,0,0,0,0,30.6480165,35.7216995,35.0868141,39.2479333,30.6480165,35.7216995,35.0868141,39.2479333,0.00231654417,0.00847341783,0.0167759981,0.016771967,-1.71524673,-1.67967314,-2.66124829,-2.47521259,17.159539,13.6495461,16.9924574,14.3967116,263,263,263,263,2.77555756e-17,-0,-0,-2.77555756e-17,0.7,0.7,0.7,0.7,100.249547,2.70263866,0.0715887478,-0.127739817,0.000707270582,-0.0485969517,0.0513936943,-0.0146334995,-0.0214207024,0.0259856102,0.0248313447,-2.31500065,-1.02936321,0.370008952,0.0715885699,100.249547
