time_s,imp_IMP_MYUSM_L1,imp_IMP_MYUSM_R1,imp_IMP_MYUSM_L2,imp_IMP_MYUSM_R2,imp_IMP_FS_L1,imp_IMP_FS_R1,imp_IMP_FS_L2,imp_IMP_FS_R2,exp_AVy_L1,exp_AVy_R1,exp_AVy_L2,exp_AVy_R2,exp_AAy_L1,exp_AAy_R1,exp_AAy_L2,exp_AAy_R2,exp_Fz_L1,exp_Fz_R1,exp_Fz_L2,exp_Fz_R2,exp_CmpS_L1,exp_CmpS_R1,exp_CmpS_L2,exp_CmpS_R2,exp_Vz_Wc_L1,exp_Vz_Wc_R1,exp_Vz_Wc_L2,exp_Vz_Wc_R2,exp_X_L1,exp_X_R1,exp_X_L2,exp_X_R2,exp_Y_L1,exp_Y_R1,exp_Y_L2,exp_Y_R2,exp_Z_L1,exp_Z_R1,exp_Z_L2,exp_Z_R2,exp_Fx_L1,exp_Fx_R1,exp_Fx_L2,exp_Fx_R2,exp_Fy_L1,exp_Fy_R1,exp_Fy_L2,exp_Fy_R2,exp_My_US_L1,exp_My_US_R1,exp_My_US_L2,exp_My_US_R2,exp_Jnc_L1,exp_Jnc_R1,exp_Jnc_L2,exp_Jnc_R2,exp_JncR_L1,exp_JncR_R1,exp_JncR_L2,exp_JncR_R2,exp_Fs_L1,exp_Fs_R1,exp_Fs_L2,exp_Fs_R2,exp_Fd_L1,exp_Fd_R1,exp_Fd_L2,exp_Fd_R2,exp_FsExt_L1,exp_FsExt_R1,exp_FsExt_L2,exp_FsExt_R2,exp_CmpJStL1,exp_CmpJStR1,exp_CmpJStL2,exp_CmpJStR2,exp_CmpRStL1,exp_CmpRStR1,exp_CmpRStL2,exp_CmpRStR2,exp_Kappa_L1i,exp_Kappa_R1i,exp_Kappa_L2i,exp_Kappa_R2i,exp_Alpha_L1i,exp_Alpha_R1i,exp_Alpha_L2i,exp_Alpha_R2i,exp_CmpT_L1i,exp_CmpT_R1i,exp_CmpT_L2i,exp_CmpT_R2i,exp_RRE_L1i,exp_RRE_R1i,exp_RRE_L2i,exp_RRE_R2i,exp_Zgnd_L1i,exp_Zgnd_R1i,exp_Zgnd_L2i,exp_Zgnd_R2i,exp_MuX_L1i,exp_MuX_R1i,exp_MuX_L2i,exp_MuX_R2i,exp_Xo,exp_Vx,exp_Roll_E,exp_Pitch,exp_Yo,exp_Zo,exp_Yaw,exp_Ax,exp_Ay,exp_Az,exp_Az_SM,exp_AVx,exp_AVy,exp_AVz,exp_Roll_Rd,exp_Sta_Road
0.3605,0,0,0,0,0,0,0,0,26.3440192,26.5910162,26.3116788,26.3211499,-3.32263732,1.01671547,-0.730568467,-2.06329344,3695.99052,3142.2218,3486.07959,2855.74263,74.7656394,130.965672,59.8355675,63.1482722,0.00181894108,-0.118274069,0.190106909,0.12298953,100.282344,100.283735,98.3575176,98.3588946,0.627605987,-0.626954989,0.624737509,-0.628098893,0.24618609,0.24870108,0.247130233,0.249991532,-25.460538,-39.324305,-4.03180558,8.93081868,-92.4834322,10.0053599,53.8294405,32.8226899,0,0,0,0,29.3659758,32.4826502,35.142675,38.606398,-31.8663305,-54.8066884,-6.08230083,-16.8142329,4485.93836,3928.97017,3349.02519,2880.93845,-191.88453,-331.89588,-102.598007,-280.225219,0,0,0,0,29.3659758,32.4826502,35.142675,38.606398,29.3659758,32.4826502,35.142675,38.606398,-0.0257991335,-0.0135456587,-0.033404878,-0.0356744035,0.241080771,0.328692793,0.13407968,0.264754477,16.7999569,14.2828264,15.8458163,12.9806483,263,263,263,263,-0,-0,-0,-0,0.7,0.7,0.7,0.7,100.283509,2.70013751,0.027555181,-0.144177278,0.000256257936,-0.046469914,0.061293236,-0.00448497099,0.000312254343,-0.011772526,-0.0126389216,0.422492058,0.0540896045,0.0345719343,0.0275550938,100.283509
0.361,0,0,0,0,0,0,0,0,26.3288331,26.5962369,26.3091215,26.3123297,-3.03308196,1.16677882,-0.339731041,-1.62953846,3694.47446,3144.26326,3481.51906,2853.41604,74.7531608,130.94433,59.8326226,63.1402276,0.00206990762,-0.118424507,0.190800532,0.121861885,100.282719,100.28411,98.3578922,98.3592695,0.627609556,-0.626957338,0.624738878,-0.628099332,0.246192993,0.248691853,0.247150953,0.250002139,-26.9583943,-40.1117614,-5.99127475,6.74405063,-92.5648862,9.74429683,53.6062887,32.5641733,0,0,0,0,29.3500133,32.455349,35.1395959,38.5979868,-31.9843176,-54.3980326,-6.23338656,-16.8292465,4485.18965,3928.32989,3347.2211,2878.86083,-192.605036,-329.428119,-105.118895,-280.473373,0,0,0,0,29.3500133,32.455349,35.1395959,38.5979868,29.3500133,32.455349,35.1395959,38.5979868,-0.0262913082,-0.0132485106,-0.0334736279,-0.0358286821,0.264089851,0.35210835,0.168174992,0.298675826,16.7930657,14.2921057,15.8250866,12.9700729,263,263,263,263,-0,-0,-0,-0,0.7,0.7,0.7,0.7,100.283883,2.70005411,0.0277738248,-0.144148971,0.000258850646,-0.0464494566,0.0613094301,-0.004967226,0.000250427399,-0.0122495224,-0.0131254869,0.452107269,0.0590663858,0.0301629762,0.0277737369,100.283883
0.3615,0,0,0,0,0,0,0,0,26.3150425,26.6021662,26.3084325,26.3055848,-2.73864581,1.31322735,0.0511843379,-1.19492482,3692.95404,3146.31379,3476.93679,2851.12421,74.7406359,130.923147,59.8296057,63.1321763,0.00230960928,-0.118572002,0.191476987,0.120730456,100.283093,100.284484,98.3582667,98.3596443,0.627613217,-0.626959572,0.624740415,-0.628099615,0.246199915,0.248682586,0.247171772,0.250012588,-28.481606,-40.8805608,-7.94826308,4.55494568,-92.6630694,9.46589986,53.3578644,32.2810102,0,0,0,0,29.3339917,32.4282521,35.1364414,38.5895684,-32.1031123,-53.989212,-6.38347349,-16.8426396,4484.43816,3927.69441,3345.37539,2876.78747,-193.330547,-326.957508,-107.622077,-280.694746,0,0,0,0,29.3339917,32.4282521,35.1364414,38.5895684,29.3339917,32.4282521,35.1364414,38.5895684,-0.0267301737,-0.012923788,-0.0334719944,-0.0359055267,0.286898074,0.375446928,0.202095183,0.332376581,16.7861547,14.3014263,15.8042581,12.9596555,263,263,263,263,-0,-0,-2.77555756e-17,-0,0.7,0.7,0.7,0.7,100.284258,2.6999622,0.0280072471,-0.1441182,0.000261604274,-0.0464290703,0.0613234244,-0.0054499665,0.00018230231,-0.0127251899,-0.0136112705,0.48157992,0.063940245,0.025768586,0.0280071585,100.284258
0.362,0,0,0,0,0,0,0,0,26.3026693,26.608786,26.3096101,26.300917,-2.43996511,1.45572078,0.441389376,-0.760344388,3691.42687,3148.37055,3472.33331,2848.8672,74.7280645,130.902124,59.8265172,63.1241189,0.00253862202,-0.118715925,0.192136232,0.119595426,100.283468,100.284859,98.3586413,98.3600191,0.627616969,-0.626961691,0.624742121,-0.628099743,0.246206867,0.248673291,0.247192686,0.25002288,-30.0269575,-41.6290584,-9.8985994,2.36815464,-92.777995,9.17041519,53.0843514,31.9735015,0,0,0,0,29.3179104,32.4013597,35.1332122,38.5811437,-32.2226212,-53.5801934,-6.53254289,-16.8544026,4483.68387,3927.06372,3343.48853,2874.71857,-194.060493,-324.483895,-110.107282,-280.889177,0,0,0,0,29.3179104,32.4013597,35.1332122,38.5811437,29.3179104,32.4013597,35.1332122,38.5811437,-0.0271148983,-0.0125721661,-0.0334000055,-0.0359048229,0.309564717,0.398640979,0.23583321,0.365967905,16.779213,14.3107752,15.7833332,12.9493964,263,263,263,263,-0,-0,-2.77555756e-17,-0,0.7,0.7,0.7,0.7,100.284633,2.69986175,0.0282553755,-0.144085018,0.000264517807,-0.0464087553,0.0613352264,-0.00593216991,0.000107930914,-0.013199876,-0.014096171,0.510906408,0.0687114333,0.0213898066,0.0282552861,100.284633
0.3625,0,0,0,0,0,0,0,0,26.2917324,26.6160767,26.3126492,26.2983241,-2.13764758,1.59392923,0.830096995,-0.326687319,3689.8933,3150.43038,3467.70914,2846.64514,74.7154462,130.881261,59.8233577,63.1160564,0.00275683681,-0.118855918,0.192778219,0.118456994,100.283842,100.285234,98.3590159,98.3603938,0.627620813,-0.626963694,0.624743995,-0.628099715,0.246213848,0.248663983,0.247213694,0.250033015,-31.5912087,-42.355643,-11.8381278,0.188320352,-92.9095612,8.85823079,52.7859389,31.6417084,0,0,0,0,29.3017692,32.3746719,35.1299086,38.5727136,-32.3428392,-53.1710325,-6.68057538,-16.8645266,4482.92677,3926.43782,3341.56099,2872.65431,-194.794842,-322.007665,-112.574226,-281.056519,0,0,0,0,29.3017692,32.3746719,35.1299086,38.5727136,29.3017692,32.3746719,35.1299086,38.5727136,-0.0274447704,-0.0121943859,-0.0332578366,-0.035826637,0.332085335,0.421616792,0.269382105,0.399383591,16.7722423,14.3201381,15.7623143,12.9392961,263,263,263,263,-2.77555756e-17,-0,-2.77555756e-17,-0,0.7,0.7,0.7,0.7,100.285007,2.6997528,0.0285181361,-0.144049474,0.000267590201,-0.0463885122,0.0613448442,-0.00641281595,2.73654658e-05,-0.0136737422,-0.0145801591,0.540083164,0.0733800215,0.017027665,0.028518046,100.285007
0.363,0,0,0,0,0,0,0,0,26.2822476,26.6240171,26.3175405,26.2977996,-1.83230849,1.727645,1.21652327,0.105159001,3688.35366,3152.49921,3463.06481,2844.45812,74.7027807,130.860558,59.8201277,63.1079893,0.00296422723,-0.11899296,0.193402893,0.117315345,100.284217,100.285608,98.3593904,98.3607685,0.627624748,-0.626965585,0.624746034,-0.628099534,0.246220856,0.248654633,0.247234792,0.250042991,-33.1710896,-43.058888,-13.7627163,-1.97993445,-93.05764,8.52906333,52.4628217,31.2858364,0,0,0,0,29.2855677,32.3481886,35.1265313,38.5642788,-32.4637399,-52.7618161,-6.82755221,-16.8730016,4482.16684,3925.81673,3339.59326,2870.59488,-195.533434,-319.529391,-115.022638,-281.196605,0,0,0,0,29.2855677,32.3481886,35.1265313,38.5642788,29.2855677,32.3481886,35.1265313,38.5642788,-0.0277191944,-0.0117912225,-0.0330458083,-0.0356711933,0.354455564,0.44450828,0.302734978,0.432616648,16.7652439,14.3295419,15.7412037,12.9293551,263,263,263,263,-0,-0,-0,-0,0.7,0.7,0.7,0.7,100.285381,2.69963538,0.0287954532,-0.144011621,0.000270820383,-0.0463683412,0.0613522865,-0.00689089468,-5.93679671e-05,-0.0141462722,-0.0150631471,0.56910667,0.0779459703,0.0126831895,0.0287953622,100.285381
0.3635,0,0,0,0,0,0,0,0,26.2742279,26.6325852,26.3242715,26.2993326,-1.52460241,1.85655013,1.59988973,0.534311787,3686.80537,3154.57392,3458.40086,2842.30623,74.6900679,130.840014,59.8168276,63.0999186,0.0031611805,-0.11912634,0.194010194,0.116170652,100.284591,100.285983,98.3597649,98.3611431,0.627628773,-0.626967362,0.624748238,-0.6280992,0.246227902,0.248645258,0.247255979,0.250052808,-34.763271,-43.7372809,-15.6682657,-4.13201569,-93.2223422,8.18318199,52.1151997,30.906073,0,0,0,0,29.2693056,32.32191,35.1230808,38.5558402,-32.5852978,-52.352505,-6.97345526,-16.8798192,4481.40407,3925.20043,3337.58584,2868.54047,-196.276112,-317.048884,-117.452253,-281.309296,0,0,0,0,29.2693056,32.32191,35.1230808,38.5558402,29.2693056,32.32191,35.1230808,38.5558402,-0.0279376846,-0.0113635334,-0.032764387,-0.0354388782,0.376739157,0.467241728,0.335884977,0.465660114,16.7582062,14.3389724,15.7200039,12.9195738,263,263,263,263,-0,-0,-0,-0,0.7,0.7,0.7,0.7,100.285756,2.69950955,0.0290872492,-0.143971509,0.000274207248,-0.0463482428,0.0613575622,-0.00736540016,-0.000152229072,-0.0146178472,-0.0155450705,0.59797341,0.0824091311,0.00835735011,0.0290871573,100.285756
0.364,0,0,0,0,0,0,0,0,26.2676831,26.6417573,26.3328257,26.3029083,-1.21508097,1.98033252,1.9794241,0.959893736,3685.25463,3156.65053,3453.71782,2840.18957,74.6773074,130.819631,59.813458,63.0918451,0.0033466914,-0.119255574,0.194600061,0.115023081,100.284966,100.286357,98.3601394,98.3615176,0.627632888,-0.626969026,0.624750606,-0.628098714,0.246234959,0.248635873,0.247277251,0.250062466,-36.3644973,-44.3893437,-17.5507181,-6.26336769,-93.4031239,7.82105619,51.7433125,30.50261,0,0,0,0,29.2529826,32.2958361,35.1195576,38.5473985,-32.7075372,-51.9431569,-7.11826599,-16.8849705,4480.63845,3924.58894,3335.53922,2866.49126,-197.023025,-314.566544,-119.862802,-281.394446,0,0,0,0,29.2529826,32.2958361,35.1195576,38.5473985,29.2529826,32.2958361,35.1195576,38.5473985,-0.0280998963,-0.0109122386,-0.0324141766,-0.0351302408,0.398795214,0.489724026,0.368885112,0.498507079,16.7511574,14.3484115,15.6987174,12.9099526,263,263,263,263,-0,-0,-0,5.55111512e-17,0.7,0.7,0.7,0.7,100.28613,2.69937537,0.0293934447,-0.14392919,0.000277749661,-0.0463282172,0.061360681,-0.00783531197,-0.000251119248,-0.0150882538,-0.0160258739,0.626679891,0.0867691973,0.00405111006,0.029393352,100.28613
0.3645,0,0,0,0,0,0,0,0,26.2626204,26.6515082,26.3431828,26.3085075,-0.904410169,2.09883783,2.35436346,1.38103753,3683.69887,3158.73664,3449.01622,2838.10822,74.664499,130.799408,59.8100194,63.0837694,0.003521428,-0.119381904,0.195172401,0.1138728,100.28534,100.286731,98.3605139,98.3618921,0.627637091,-0.626970579,0.624753137,-0.628098076,0.246242038,0.248626446,0.247298608,0.250071964,-37.9714116,-45.01384,-19.4060651,-8.36948288,-93.5999905,7.44229446,51.3472362,30.075613,0,0,0,0,29.2365983,32.2699669,35.1159623,38.5389548,-32.8303604,-51.533873,-7.26196788,-16.8884467,4479.86994,3923.98224,3333.45391,2864.44743,-197.773576,-312.083034,-122.254048,-281.451907,0,0,0,0,29.2365983,32.2699669,35.1159623,38.5389548,29.2365983,32.2699669,35.1159623,38.5389548,-0.0282055796,-0.0104382754,-0.0319959425,-0.0347460007,0.420687745,0.51212805,0.401609154,0.531091277,16.7440858,14.3578938,15.6773464,12.9004919,263,263,263,263,-0,-0,-2.77555756e-17,-0,0.7,0.7,0.7,0.7,100.286505,2.69923293,0.0297139588,-0.143884716,0.000281446457,-0.0463082649,0.0613616529,-0.00829966427,-0.000356040102,-0.01555707,-0.0165054602,0.655222735,0.0910257643,-0.000234543933,0.0297138651,100.286505
0.365,0,0,0,0,0,0,0,0,26.2590438,26.6618124,26.3553192,26.3161068,-0.593216675,2.21172987,2.72395414,1.7968836,3682.13841,3160.8252,3444.29659,2836.06223,74.6516425,130.779345,59.8065124,63.0756926,0.00368532386,-0.119503991,0.195727143,0.112719937,100.285714,100.287106,98.3608884,98.3622665,0.627641381,-0.626972021,0.624755829,-0.628097288,0.246249139,0.248617008,0.247320046,0.250081303,-39.5806755,-45.6093605,-21.2303575,-10.4459119,-93.8128262,7.04746524,50.9273083,29.625408,0,0,0,0,29.2201524,32.2443022,35.1122954,38.5305097,-32.9537623,-51.1245932,-7.40454333,-16.89024,4479.09855,3923.38035,3331.33043,2862.40918,-198.527732,-309.598039,-124.625735,-281.48155,0,0,0,0,29.2201524,32.2443022,35.1122954,38.5305097,29.2201524,32.2443022,35.1122954,38.5305097,-0.0282546121,-0.00994268025,-0.0315105732,-0.0342870084,0.442412292,0.534290231,0.434110244,0.563524938,16.7369928,14.3673873,15.6558936,12.8911919,263,263,263,263,-2.77555756e-17,-0,-0,-0,0.7,0.7,0.7,0.7,100.286879,2.69908235,0.0300487088,-0.143838138,0.000285296444,-0.0462883862,0.0613604885,-0.00875746389,-0.000466897426,-0.0160247531,-0.0169837651,0.683598525,0.0951783076,-0.00449870875,0.0300486141,100.286879
0.3655,0,0,0,0,0,0,0,0,26.2569544,26.6726421,26.3692074,26.3256791,-0.282128247,2.31885913,3.08745337,2.20658576,3680.5736,3162.92223,3439.55949,2834.05168,74.6387377,130.759442,59.8029374,63.0676152,0.00383840054,-0.119622905,0.1962642,0.111564639,100.286089,100.28748,98.3612629,98.3626409,0.62764576,-0.626973354,0.624758682,-0.628096351,0.246256258,0.248607532,0.247341562,0.250090481,-41.1889559,-46.174766,-23.0197121,-12.4882702,-94.0414875,6.63632235,50.4837276,29.1520803,0,0,0,0,29.2036447,32.2188423,35.1085574,38.5220641,-33.0777169,-50.715434,-7.54597568,-16.8903427,4478.32426,3922.78325,3329.16929,2860.37667,-199.285336,-307.112318,-126.977623,-281.483247,0,0,0,0,29.2036447,32.2188423,35.1085574,38.5220641,29.2036447,32.2188423,35.1085574,38.5220641,-0.02824699,-0.00942649749,-0.0309591025,-0.0337543,0.463964606,0.556347158,0.466381879,0.595741907,16.72988,14.3769192,15.6343613,12.8820531,263,263,263,263,-0,-2.77555756e-17,-2.77555756e-17,-0,0.7,0.7,0.7,0.7,100.287253,2.69892374,0.0303976103,-0.143789509,0.000289298395,-0.0462685814,0.0613571988,-0.0092077569,-0.000583669599,-0.0164907804,-0.0174607196,0.711803929,0.0992261491,-0.00874046042,0.0303975146,100.287253
0.366,0,0,0,0,0,0,0,0,26.25635,26.6839696,26.3848167,26.3371929,0.0281991627,2.41991936,3.44413217,2.60931131,3679.00234,3165.02106,3434.80545,2832.07665,74.6257843,130.739698,59.7992951,63.0595382,0.00398102704,-0.11973741,0.196783479,0.110407038,100.286463,100.287854,98.3616373,98.3630152,0.627650224,-0.626974577,0.624761693,-0.628095265,0.246263406,0.248598048,0.247363155,0.250099499,-42.7928951,-46.7087778,-24.7703207,-14.4922507,-94.2860296,6.20943864,50.0167195,28.6558596,0,0,0,0,29.1870748,32.1935868,35.1047491,38.5136189,-33.2021979,-50.3063538,-7.68624885,-16.8887475,4477.54706,3922.19095,3326.97102,2858.3501,-200.046225,-304.625668,-129.309478,-281.456878,0,0,0,0,29.1870748,32.1935868,35.1047491,38.5136189,29.1870748,32.1935868,35.1047491,38.5136189,-0.0281828203,-0.00889086397,-0.0303427015,-0.0331490573,0.485397579,0.578143933,0.498417572,0.627735545,16.7227379,14.3864594,15.612752,12.8730757,263,263,263,263,-2.77555756e-17,2.77555756e-17,-0,-0,0.7,0.7,0.7,0.7,100.287627,2.69875725,0.0307605772,-0.143738881,0.000293451059,-0.0462488509,0.0613517951,-0.00964959522,-0.000706289496,-0.0169557638,-0.01793628,0.739835614,0.103168528,-0.0129589367,0.0307604804,100.287627
0.3665,0,0,0,0,0,0,0,0,26.2572255,26.6957651,26.4021127,26.3506128,0.337204841,2.51479737,3.79327555,3.00424242,3677.42987,3167.12852,3430.03502,2830.1372,74.6127821,130.720115,59.795586,63.0514624,0.00411240667,-0.119848683,0.197284881,0.109247255,100.286837,100.288228,98.3620117,98.3633895,0.627654774,-0.626975692,0.624764863,-0.628094033,0.246270559,0.248588525,0.247384821,0.250108356,-44.3892472,-47.2104068,-26.4784576,-16.4536307,-94.5459614,5.76650853,49.5265141,28.1369568,0,0,0,0,29.1704426,32.1685359,35.1008709,38.5051749,-33.3272216,-49.8974707,-7.82534642,-16.8854466,4476.76693,3921.60345,3324.73615,2856.32963,-200.810499,-302.138859,-131.621065,-281.402317,0,0,0,0,29.1704426,32.1685359,35.1008709,38.5051749,29.1704426,32.1685359,35.1008709,38.5051749,-0.028062353,-0.00833691322,-0.029662676,-0.0324726157,0.506592373,0.599836153,0.530210935,0.659499313,16.7155903,14.3960387,15.5910683,12.86426,263,263,263,263,-0,-0,-2.77555756e-17,-0,0.7,0.7,0.7,0.7,100.288001,2.69858304,0.0311375217,-0.143686307,0.000297753152,-0.0462291951,0.0613442893,-0.0100820504,-0.000834706476,-0.0174187523,-0.0184103554,0.767690308,0.107004529,-0.0171532671,0.0311374238,100.288001
0.367,0,0,0,0,0,0,0,0,26.2595732,26.7079989,26.4210578,26.3658999,0.644235868,2.60320167,4.13418546,3.39057888,3675.85407,3169.23711,3425.24875,2828.23339,74.599731,130.700691,59.7918107,63.0433886,0.00423314596,-0.119955326,0.197768299,0.108085404,100.287212,100.288603,98.3623862,98.3637636,0.627659409,-0.626976699,0.624768188,-0.628092654,0.246277726,0.248578997,0.247406559,0.250117052,-45.9746968,-47.6784962,-28.1404877,-18.3682815,-94.8212491,5.30816742,49.0133465,27.5955869,0,0,0,0,29.1537477,32.1436894,35.0969235,38.496733,-33.4527007,-49.4887325,-7.96325379,-16.8804343,4475.98386,3921.02074,3322.46521,2854.31545,-201.577623,-299.651625,-133.912175,-281.319464,0,0,0,0,29.1537477,32.1436894,35.0969235,38.496733,29.1537477,32.1436894,35.0969235,38.496733,-0.0278859303,-0.00776587701,-0.0289204637,-0.03172646,0.527601951,0.621249745,0.561755659,0.691026737,16.7084276,14.4056232,15.5693125,12.8556063,263,263,263,263,-0,-0,-0,5.55111512e-17,0.7,0.7,0.7,0.7,100.288375,2.69840128,0.0315283546,-0.143631841,0.000302203364,-0.0462096142,0.0613346939,-0.0105042129,-0.000968843941,-0.0178804206,-0.0188828742,0.795364772,0.110733178,-0.0213226294,0.0315282556,100.288375
0.3675,0,0,0,0,0,0,0,0,26.2633822,26.7206393,26.441611,26.383011,0.948678757,2.68505844,4.46618016,3.76753966,3674.2753,3171.35449,3420.44719,2826.36528,74.5866307,130.681427,59.7879697,63.0353176,0.00434323791,-0.120058657,0.198233624,0.106921599,100.287586,100.288976,98.3627606,98.3641378,0.627664128,-0.626977601,0.624771669,-0.628091131,0.246284907,0.24856943,0.247428365,0.250125586,-47.5459832,-48.1122172,-29.7528741,-20.2321765,-95.1117578,4.83405859,48.4774563,27.0319382,0,0,0,0,29.13699,32.1190472,35.0929073,38.4882941,-33.5786272,-49.0802677,-8.0999556,-16.8737031,4475.19784,3920.44282,3320.15875,2852.30773,-202.347548,-297.164799,-136.182585,-281.208201,0,0,0,0,29.13699,32.1190472,35.0929073,38.4882941,29.13699,32.1190472,35.0929073,38.4882941,-0.0276540198,-0.00717896829,-0.0281176311,-0.0309122357,0.548422126,0.642559868,0.593045536,0.722251774,16.7012513,14.4152477,15.5474872,12.8471149,263,263,263,263,-0,-0,-0,-5.55111512e-17,0.7,0.7,0.7,0.7,100.28875,2.69821215,0.0319329849,-0.143575536,0.000306800353,-0.0461901085,0.0613230213,-0.0109152102,-0.00110867669,-0.0183401224,-0.0193537714,0.822855833,0.11435333,-0.0254661935,0.0319328846,100.28875
0.368,0,0,0,0,0,0,0,0,26.2686386,26.733655,26.463728,26.4018996,1.24992667,2.76009234,4.78859801,4.13436223,3672.69387,3173.47231,3415.63091,2824.5329,74.5734811,130.662323,59.7840636,63.0272502,0.00444274893,-0.120157111,0.198680739,0.105755918,100.28796,100.289351,98.3631349,98.3645118,0.62766893,-0.626978396,0.624775303,-0.628089464,0.246292099,0.24855986,0.247450238,0.250133959,-49.0998857,-48.5105441,-31.3121853,-22.0414005,-95.417329,4.34488139,47.9190876,26.4463588,0,0,0,0,29.1201692,32.0946092,35.0888232,38.4798589,-33.7049737,-48.6720134,-8.23543759,-16.8652475,4474.40887,3919.86969,3317.8173,2850.30665,-203.120105,-294.67805,-138.432092,-281.068434,0,0,0,0,29.1201692,32.0946092,35.0888232,38.4798589,29.1201692,32.0946092,35.0888232,38.4798589,-0.0273672051,-0.00657750379,-0.0272558709,-0.030031693,0.569048538,0.663572768,0.624074386,0.753287403,16.694063,14.4248741,15.525595,12.8387859,263,263,263,263,-0,-0,-0,-0,0.7,0.7,0.7,0.7,100.289123,2.69801587,0.03235132,-0.143517446,0.000311542753,-0.0461706783,0.0613092849,-0.0113141697,-0.00125410478,-0.0187984155,-0.0198229865,0.850160314,0.117863784,-0.0295832066,0.0323512185,100.289123
0.3685,0,0,0,0,0,0,0,0,26.2753257,26.7470126,26.4873616,26.4225154,1.54737997,2.82827072,5.10079654,4.4903075,3671.11012,3175.59908,3410.80045,2822.73632,74.560282,130.643378,59.780093,63.0191872,0.00453175273,-0.12025215,0.199109524,0.104588458,100.288334,100.289724,98.3635093,98.3648858,0.627673814,-0.626979088,0.624779089,-0.628087654,0.246299301,0.24855025,0.247472174,0.25014217,-50.6332261,-48.8728181,-32.8151025,-23.7921551,-95.7378011,3.84022647,47.3384891,25.8389559,0,0,0,0,29.1032851,32.0703753,35.0846716,38.4714284,-33.8317141,-48.264108,-8.36968542,-16.8550616,4473.61692,3919.30135,3315.44142,2848.31237,-203.895135,-292.192273,-140.660489,-280.900069,0,0,0,0,29.1032851,32.0703753,35.0846716,38.4714284,29.1032851,32.0703753,35.0846716,38.4714284,-0.0270261834,-0.00596276448,-0.0263369976,-0.0290867608,0.589477047,0.684483448,0.654836176,0.784067746,16.6868642,14.4345413,15.5036384,12.8306196,263,263,263,263,-0,-0,2.77555756e-17,-0,0.7,0.7,0.7,0.7,100.289497,2.69781265,0.0327832658,-0.143457628,0.000316429164,-0.0461513239,0.0612934979,-0.0117002713,-0.00140510878,-0.0192545897,-0.020290447,0.87727513,0.121263189,-0.0336728896,0.032783163,100.289497
0.369,0,0,0,0,0,0,0,0,26.283424,26.7606793,26.5124614,26.4448048,1.84041741,2.88933585,5.4021559,4.83465973,3669.52192,3177.72558,3405.95639,2820.97558,74.5470334,130.624593,59.7760585,63.0111296,0.00461067384,-0.12034204,0.199519852,0.1034193,100.288709,100.290098,98.3638836,98.3652597,0.627678779,-0.626979675,0.624783026,-0.628085704,0.246306522,0.248540642,0.247494172,0.250150219,-52.1428351,-49.1981528,-34.2584265,-25.48077,-96.0732113,3.32085841,46.7359134,25.2099802,0,0,0,0,29.0863376,32.0463452,35.0804532,38.4630034,-33.9588215,-47.8564779,-8.50268568,-16.8431407,4472.822,3918.73778,3313.03167,2846.32508,-204.672471,-289.707071,-142.867586,-280.703029,0,0,0,0,29.0863376,32.0463452,35.0804532,38.4630034,29.0863376,32.0463452,35.0804532,38.4630034,-0.0266317547,-0.00533614179,-0.0253629445,-0.0280794901,0.609760957,0.705078281,0.685324883,0.814586591,16.6796451,14.4442072,15.4816199,12.8226163,263,263,263,263,-0,-0,-0,5.55111512e-17,0.7,0.7,0.7,0.7,100.289871,2.69760274,0.0332287267,-0.143396136,0.000321458162,-0.0461320455,0.0612756744,-0.0120727037,-0.00156160572,-0.0197094508,-0.0207561141,0.904197183,0.124550143,-0.0377345474,0.0332286226,100.289871
0.3695,0,0,0,0,0,0,0,0,26.2929109,26.7746207,26.5389742,26.4687107,2.12852484,2.94326543,5.69207835,5.16672752,3667.93453,3179.85864,3401.09929,2819.25073,74.5337349,130.605967,59.7719608,63.003078,0.00467876495,-0.120428043,0.199911592,0.102248517,100.289083,100.290472,98.3642579,98.3656336,0.627683825,-0.62698016,0.624787111,-0.628083613,0.24631374,0.248531004,0.247516228,0.250158105,-53.6257187,-49.4860225,-35.639084,-27.1037084,-96.423052,2.7865244,46.1116178,24.5596637,0,0,0,0,29.0693264,32.0225189,35.0761686,38.4545848,-34.0863115,-47.4492718,-8.63442448,-16.8294792,4472.0241,3918.179,3310.58859,2844.34493,-205.452208,-287.223404,-145.053183,-280.47722,0,0,0,0,29.0693264,32.0225189,35.0761686,38.4545848,29.0693264,32.0225189,35.0761686,38.4545848,-0.0261848612,-0.00469898568,-0.0243357591,-0.0270120652,0.629780818,0.725513692,0.715534605,0.844837848,16.6724297,14.4539029,15.4595422,12.8147761,263,263,263,263,2.77555756e-17,-0,-2.77555756e-17,-0,0.7,0.7,0.7,0.7,100.290245,2.69738636,0.0336876054,-0.143333028,0.000326628295,-0.0461128435,0.0612558285,-0.0124306928,-0.0017235371,-0.0201620459,-0.0212199156,0.930923454,0.127723093,-0.0417674622,0.0336875,100.290245
