time_s,imp_IMP_MYUSM_L1,imp_IMP_MYUSM_R1,imp_IMP_MYUSM_L2,imp_IMP_MYUSM_R2,imp_IMP_FS_L1,imp_IMP_FS_R1,imp_IMP_FS_L2,imp_IMP_FS_R2,exp_AVy_L1,exp_AVy_R1,exp_AVy_L2,exp_AVy_R2,exp_Fz_L1,exp_Fz_R1,exp_Fz_L2,exp_Fz_R2,exp_CmpS_L1,exp_CmpS_R1,exp_CmpS_L2,exp_CmpS_R2,exp_Vz_Wc_L1,exp_Vz_Wc_R1,exp_Vz_Wc_L2,exp_Vz_Wc_R2,exp_Xo,exp_Vx,exp_Roll_E,exp_Pitch,exp_X_L1,exp_X_R1,exp_X_L2,exp_X_R2
0.2335,0,0,0,0,0,0,0,0,403.605068,403.632491,404.295077,404.298098,3397.33007,3458.92676,3136.15329,3276.85796,152.987173,153.577797,62.3774766,62.761311,-0.735217908,-0.749929819,1.17208802,1.17418663,-2.40758101,39.9219566,0.0473683805,0.717097511,-2.40295722,-2.40286317,-4.3282418,-4.3281661
0.234,0,0,0,0,0,0,0,0,403.601563,403.6289,404.290658,404.293637,3397.19192,3458.77902,3139.14217,3280.0275,152.950185,153.541749,62.379949,62.7641034,-0.735664186,-0.750407916,1.17127245,1.17337696,-2.40201031,39.9218478,0.0474209867,0.715183442,-2.39739855,-2.39730429,-4.32268199,-4.32260609
0.2345,0,0,0,0,0,0,0,0,403.597996,403.625248,404.286181,404.289117,3397.05931,3458.637,3142.1162,3283.18222,152.91325,153.505752,62.382432,62.7669044,-0.736114735,-0.750889869,1.17047223,1.17258334,-2.39643968,39.9217392,0.0474734973,0.713273465,-2.39184004,-2.39174557,-4.31712223,-4.31704612
0.235,0,0,0,0,0,0,0,0,403.594369,403.621535,404.281647,404.28454,3396.92921,3458.49772,3145.07502,3286.32171,152.87637,153.469808,62.3849251,62.7697135,-0.73656316,-0.751369382,1.16968737,1.17180577,-2.39086912,39.9216309,0.0475259124,0.71136765,-2.38628158,-2.3861869,-4.31156252,-4.3114862
0.2355,0,0,0,0,0,0,0,0,403.59068,403.617763,404.277056,404.279904,3396.80159,3458.35811,3148.01824,3289.44557,152.839544,153.433915,62.3874276,62.7725301,-0.7370095,-0.751840427,1.16891789,1.17104422,-2.38529864,39.9215228,0.0475782323,0.709466066,-2.38072316,-2.38062815,-4.30600285,-4.30592633
0.236,0,0,0,0,0,0,0,0,403.586932,403.61393,404.272408,404.275212,3396.67336,3458.22421,3150.94546,3292.55341,152.802772,153.398074,62.3899389,62.7753538,-0.737447503,-0.75231528,1.16816365,1.17029867,-2.37972824,39.921415,0.047630457,0.707568785,-2.37516467,-2.37506956,-4.30044323,-4.30036651
0.2365,0,0,0,0,0,0,0,0,403.583123,403.610038,404.267704,404.270462,3396.55068,3458.09297,3153.85636,3295.64483,152.766054,153.362285,62.3924585,62.7781841,-0.737889737,-0.752787579,1.16742493,1.16956911,-2.3741579,39.9213074,0.0476825865,0.705675873,-2.36960635,-2.36951103,-4.29488366,-4.29480673
0.237,0,0,0,0,0,0,0,0,403.579254,403.606086,404.262944,404.265655,3396.43046,3457.96133,3156.75054,3298.71944,152.72939,153.326548,62.3949858,62.7810204,-0.738329688,-0.75325124,1.16670159,1.16885549,-2.36858765,39.9212,0.0477346209,0.7037874,-2.36404806,-2.36395242,-4.28932413,-4.28924701
0.2375,0,0,0,0,0,0,0,0,403.575326,403.602075,404.258127,404.260792,3396.31266,3457.83535,3159.62762,3301.77685,152.692781,153.290863,62.3975202,62.7838624,-0.738767395,-0.753718652,1.16599363,1.1681578,-2.36301747,39.9210928,0.0477865602,0.701903434,-2.35848983,-2.35839397,-4.28376466,-4.28368733
0.238,0,0,0,0,0,0,0,0,403.571339,403.598006,404.253256,404.255873,3396.19415,3457.71198,3162.48724,3304.81666,152.656227,153.255231,62.4000612,62.7867094,-0.739196485,-0.754183399,1.16530103,1.167476,-2.35744737,39.9209859,0.0478384044,0.700024042,-2.35293152,-2.35283557,-4.27820524,-4.27812771
0.2385,0,0,0,0,0,0,0,0,403.567293,403.593878,404.248329,404.250898,3396.08118,3457.58811,3165.32902,3307.8385,152.619727,153.21965,62.4026082,62.7895611,-0.73962977,-0.754639344,1.16462378,1.16681006,-2.35187735,39.9208792,0.0478901534,0.698149292,-2.34737338,-2.34727711,-4.27264586,-4.27256813
0.239,0,0,0,0,0,0,0,0,403.563188,403.589692,404.243347,404.245867,3395.97063,3457.46988,3168.1526,3310.84195,152.583281,153.184122,62.4051607,62.7924169,-0.740060612,-0.75509898,1.16396185,1.16615978,-2.34630741,39.9207727,0.0479418071,0.696279251,-2.34181529,-2.34171881,-4.26708654,-4.26700861
0.2395,0,0,0,0,0,0,0,0,403.559025,403.585448,404.238311,404.240782,3395.86246,3457.3542,3170.9576,3313.82668,152.54689,153.148646,62.4077181,62.7952765,-0.740489047,-0.755555838,1.16331523,1.16552542,-2.34073755,39.9206664,0.0479933656,0.694413984,-2.33625724,-2.33616055,-4.26152727,-4.26144914
0.24,0,0,0,0,0,0,0,0,403.554804,403.581147,404.233221,404.235642,3395.75345,3457.23795,3173.74367,3316.79228,152.510554,153.113223,62.4102799,62.7981392,-0.740908591,-0.756003737,1.16268389,1.16490679,-2.33516777,39.9205604,0.0480448286,0.692553557,-2.33069912,-2.33060223,-4.25596805,-4.25588972
0.2405,0,0,0,0,0,0,0,0,403.550526,403.576789,404.228078,404.230447,3395.65001,3457.12729,3176.51044,3319.73839,152.474272,153.077852,62.4128456,62.8010047,-0.741332293,-0.756455267,1.16206779,1.16430384,-2.32959807,39.9204546,0.0480961961,0.690698036,-2.32514118,-2.32504408,-4.25040888,-4.25033036
0.241,0,0,0,0,0,0,0,0,403.54619,403.572373,404.222881,404.225198,3395.54893,3457.01913,3179.25754,3322.66462,152.438045,153.042534,62.4154147,62.8038725,-0.7417534,-0.756903903,1.1614669,1.16371653,-2.32402846,39.920349,0.0481474678,0.688847485,-2.31958328,-2.31948598,-4.24484976,-4.24477105
0.2415,0,0,0,0,0,0,0,0,403.541798,403.567902,404.217631,404.219896,3395.45019,3456.91032,3181.98463,3325.5706,152.401872,153.007268,62.4179865,62.8067421,-0.742171953,-0.757343424,1.16088119,1.16314479,-2.31845893,39.9202436,0.0481986435,0.687001969,-2.31402544,-2.31392781,-4.2392907,-4.23921179
0.242,0,0,0,0,0,0,0,0,403.53735,403.563374,404.212328,404.214541,3395.35051,3456.80708,3184.69134,3328.45596,152.365754,152.972055,62.4205608,62.809613,-0.742581338,-0.757786514,1.16031061,1.16258857,-2.31288949,39.9201385,0.0482497231,0.685161551,-2.30846752,-2.30836981,-4.2337317,-4.23365258
0.2425,0,0,0,0,0,0,0,0,403.532845,403.558791,404.206973,404.209133,3395.25641,3456.70628,3187.37733,3331.32034,152.329692,152.936895,62.4231368,62.8124849,-0.74299485,-0.758226603,1.15975512,1.16204782,-2.30732013,39.9200335,0.0483007064,0.683326294,-2.30290978,-2.30281187,-4.22817274,-4.22809344
0.243,0,0,0,0,0,0,0,0,403.528284,403.554153,404.201566,404.203672,3395.16462,3456.60475,3190.04223,3334.16338,152.293683,152.901787,62.4257142,62.8153573,-0.7434056,-0.758657426,1.15921467,1.16152246,-2.30175085,39.9199288,0.048351593,0.681496262,-2.29735209,-2.29725385,-4.22261384,-4.22253434
0.2435,0,0,0,0,0,0,0,0,403.523669,403.54946,404.196108,404.19816,3395.07513,3456.50876,3192.68571,3336.98471,152.25773,152.866733,62.4282925,62.8182296,-0.743813628,-0.75909175,1.15868921,1.16101244,-2.29618167,39.9198243,0.0484023826,0.679671517,-2.29179445,-2.29169601,-4.217055,-4.21697531
0.244,0,0,0,0,0,0,0,0,403.518998,403.544712,404.190599,404.192596,3394.98458,3456.41516,3195.3074,3339.78398,152.221831,152.831731,62.4308711,62.8211015,-0.744212201,-0.759522967,1.15817869,1.1605177,-2.29061257,39.91972,0.0484530751,0.67785212,-2.28623673,-2.28613823,-4.21149621,-4.21141633
0.2445,0,0,0,0,0,0,0,0,403.514274,403.539911,404.185039,404.186982,3394.89964,3456.32076,3197.90698,3342.56083,152.185988,152.796782,62.4334496,62.8239725,-0.744614862,-0.759944776,1.15768304,1.16003815,-2.28504356,39.9196159,0.04850367,0.676038132,-2.2806792,-2.28058037,-4.20593748,-4.2058574
0.245,0,0,0,0,0,0,0,0,403.509495,403.535056,404.179429,404.181317,3394.81697,3456.23186,3200.48408,3345.31491,152.150199,152.761885,62.4360274,62.8268422,-0.745014596,-0.760370013,1.15720207,1.15957373,-2.27947464,39.919512,0.0485541671,0.674229614,-2.27512172,-2.2750227,-4.20037881,-4.20029854
0.2455,0,0,0,0,0,0,0,0,403.504662,403.530147,404.173769,404.175602,3394.73654,3456.1453,3203.0384,3348.04588,152.114465,152.727042,62.4386042,62.8297102,-0.745411445,-0.760792035,1.15673599,1.15912437,-2.27390582,39.9194083,0.048604566,0.672426625,-2.2695643,-2.26946507,-4.19482019,-4.19473973
0.246,0,0,0,0,0,0,0,0,403.499777,403.525187,404.16806,404.169837,3394.65496,3456.05787,3205.56959,3350.75338,152.078787,152.692252,62.4411794,62.8325759,-0.745798565,-0.761204516,1.15628461,1.15868998,-2.26833708,39.9193048,0.0486548662,0.670629226,-2.2640068,-2.26390738,-4.18926163,-4.18918098
0.2465,0,0,0,0,0,0,0,0,403.494839,403.520173,404.162302,404.164023,3394.579,3455.97592,3208.07732,3353.43709,152.043163,152.657515,62.4437526,62.835439,-0.746189738,-0.761620351,1.15584784,1.1582705,-2.26276843,39.9192016,0.0487050675,0.668837476,-2.25844948,-2.25834987,-4.18370313,-4.18362228
0.247,0,0,0,0,0,0,0,0,403.489848,403.515108,404.156495,404.158161,3394.50525,3455.89625,3210.56125,3356.09666,152.007594,152.622831,62.4463233,62.838299,-0.746577825,-0.762032864,1.15542562,1.15786583,-2.25719988,39.9190985,0.0487551694,0.667051431,-2.25289223,-2.25279241,-4.17814469,-4.17806365
0.2475,0,0,0,0,0,0,0,0,403.484806,403.509992,404.150641,404.15225,3394.43371,3455.81566,3213.02107,3358.73174,151.97208,152.5882,62.4488911,62.8411555,-0.746962877,-0.762435703,1.15501787,1.15747574,-2.25163142,39.9189956,0.0488051715,0.665271151,-2.24733502,-2.24723489,-4.1725863,-4.17250508
0.248,0,0,0,0,0,0,0,0,403.479713,403.504825,404.144739,404.146292,3394.36092,3455.7405,3215.45644,3361.34203,151.936622,152.553623,62.4514555,62.8440081,-0.747337929,-0.762841825,1.15462451,1.15710045,-2.24606306,39.918893,0.0488550734,0.663496692,-2.24177774,-2.24167755,-4.16702798,-4.16694657
0.2485,0,0,0,0,0,0,0,0,403.474568,403.499607,404.13879,404.140288,3394.29376,3455.66758,3217.86706,3363.9272,151.901218,152.519098,62.454016,62.8468563,-0.747717004,-0.763244523,1.15424547,1.15673972,-2.24049479,39.9187905,0.0489048745,0.661728111,-2.23622065,-2.23612026,-4.16146971,-4.16138811
0.249,0,0,0,0,0,0,0,0,403.469374,403.49434,404.132795,404.134236,3394.22877,3455.59367,3220.25261,3366.48692,151.86587,152.484627,62.4565722,62.8496997,-0.748092846,-0.763637421,1.15388066,1.15639345,-2.23492661,39.9186882,0.0489545744,0.659965464,-2.23066362,-2.23056291,-4.15591151,-4.15582972
0.2495,0,0,0,0,0,0,0,0,403.464129,403.489023,404.126753,404.128139,3394.16333,3455.52516,3222.61276,3369.02087,151.830576,152.450209,62.4591237,62.8525379,-0.748460239,-0.764033526,1.15352999,1.15606156,-2.22935854,39.9185862,0.0490041726,0.658208805,-2.22510655,-2.22500575,-4.15035337,-4.15027139
0.25,0,0,0,0,0,0,0,0,403.458835,403.483657,404.120666,404.121996,3394.10265,3455.45884,3224.94723,3371.52874,151.795338,152.415844,62.4616699,62.8553705,-0.748829839,-0.764426117,1.15319338,1.15574395,-2.22379055,39.9184843,0.0490536685,0.656458191,-2.21954963,-2.21944864,-4.14479528,-4.14471312
0.2505,0,0,0,0,0,0,0,0,403.453492,403.478243,404.114534,404.115809,3394.04413,3455.39148,3227.2557,3374.01021,151.760155,152.381533,62.4642106,62.858197,-0.749196122,-0.7648088,1.15287074,1.15544052,-2.21822267,39.9183826,0.0491030616,0.654713674,-2.21399277,-2.21389146,-4.13923726,-4.13915492
0.251,0,0,0,0,0,0,0,0,403.448101,403.47278,404.108358,404.109577,3393.98507,3455.32948,3229.53787,3376.46497,151.725027,152.347275,62.4667452,62.8610171,-0.749553785,-0.765194616,1.15256196,1.15515117,-2.21265489,39.9182811,0.0491523514,0.652975309,-2.20843587,-2.20833447,-4.1336793,-4.13359677
0.2515,0,0,0,0,0,0,0,0,403.442662,403.467271,404.102137,404.103302,3393.93079,3455.26962,3231.79344,3378.89273,151.689955,152.31307,62.4692733,62.8638303,-0.74991362,-0.765576819,1.15226697,1.15487581,-2.2070872,39.9181797,0.0492015372,0.651243147,-2.20287913,-2.20277754,-4.12812141,-4.12803869
0.252,0,0,0,0,0,0,0,0,403.437176,403.461714,404.095874,404.096983,3393.87862,3455.20867,3234.02213,3381.29318,151.654937,152.278919,62.4717945,62.8666361,-0.750270036,-0.765949008,1.15198566,1.15461432,-2.20151961,39.9180786,0.0492506186,0.649517242,-2.19732245,-2.19722054,-4.12256357,-4.12248067
0.2525,0,0,0,0,0,0,0,0,403.431642,403.456111,404.089567,404.090622,3393.82587,3455.15304,3236.22364,3383.66603,151.619975,152.244821,62.4743084,62.8694343,-0.750617668,-0.766324242,1.15171792,1.1543666,-2.19595213,39.9179777,0.0492995948,0.647797644,-2.19176573,-2.19166373,-4.1170058,-4.11692272
0.253,0,0,0,0,0,0,0,0,403.426063,403.450462,404.083219,404.084219,3393.77789,3455.09951,3238.39768,3386.01098,151.585068,152.210777,62.4768145,62.8722244,-0.750967439,-0.766695769,1.15146367,1.15413255,-2.19038474,39.9178769,0.0493484653,0.646084405,-2.18620917,-2.18610699,-4.1114481,-4.11136483
0.2535,0,0,0,0,0,0,0,0,403.420437,403.444768,404.076828,404.077775,3393.73199,3455.04484,3240.54398,3388.32775,151.550217,152.176786,62.4793124,62.8750059,-0.751313692,-0.767057184,1.15122279,1.15391205,-2.18481746,39.9177763,0.0493972293,0.644377575,-2.18065267,-2.18055017,-4.10589045,-4.105807
0.254,0,0,0,0,0,0,0,0,403.414767,403.439029,404.070397,404.07129,3393.68544,3454.99545,3242.66223,3390.61606,151.51542,152.142848,62.4818017,62.8777786,-0.751651002,-0.767421556,1.15099503,1.153705,-2.17925028,39.9176759,0.0494458864,0.642677203,-2.17509613,-2.17499355,-4.10033287,-4.10024924
0.2545,0,0,0,0,0,0,0,0,403.409052,403.433246,404.063925,404.064765,3393.64367,3454.94811,3244.75222,3392.87563,151.480679,152.108964,62.484282,62.8805418,-0.75199042,-0.76778213,1.15078057,1.15351128,-2.1736832,39.9175757,0.0494944357,0.640983339,-2.16953975,-2.16943699,-4.09477536,-4.09469155
0.255,0,0,0,0,0,0,0,0,403.403292,403.42742,404.057413,404.0582,3393.60395,3454.89959,3246.81364,3395.10618,151.445994,152.075133,62.4867528,62.8832954,-0.752326225,-0.768132501,1.15057917,1.15333077,-2.16811623,39.9174756,0.0495428767,0.63929603,-2.16398344,-2.16388036,-4.08921791,-4.08913392
0.2555,0,0,0,0,0,0,0,0,403.39749,403.42155,404.050861,404.051596,3393.56352,3454.8563,3248.84623,3397.30745,151.411363,152.041356,62.4892139,62.8860388,-0.752652933,-0.76848574,1.1503907,1.15316335,-2.16254936,39.9173757,0.0495912086,0.637615323,-2.15842708,-2.15832392,-4.08366053,-4.08357636
0.256,0,0,0,0,0,0,0,0,403.391644,403.415637,404.044271,404.044954,3393.52786,3454.81502,3250.84973,3399.47913,151.376788,152.007632,62.4916647,62.8887718,-0.75298172,-0.768835094,1.15021504,1.15300877,-2.15698259,39.917276,0.0496394307,0.635941267,-2.1528709,-2.15276755,-4.07810321,-4.07801886
0.2565,0,0,0,0,0,0,0,0,403.385755,403.409682,404.037643,404.038274,3393.49423,3454.77252,3252.82389,3401.62103,151.342268,151.973962,62.4941049,62.8914938,-0.753306804,-0.769174161,1.1500521,1.15286719,-2.15141593,39.9171765,0.0496875424,0.634273906,-2.14731477,-2.14721111,-4.07254596,-4.07246143
0.257,0,0,0,0,0,0,0,0,403.379825,403.403686,404.030977,404.031557,3393.45983,3454.73521,3254.76845,3403.73286,151.307804,151.940346,62.4965341,62.8942044,-0.753622639,-0.769516009,1.14990174,1.15273835,-2.14584938,39.9170771,0.0497355428,0.632613287,-2.1417586,-2.14165487,-4.06698878,-4.06690407
0.2575,0,0,0,0,0,0,0,0,403.373853,403.397649,404.024275,404.024804,3393.4302,3454.69986,3256.68316,3405.81437,151.273395,151.906783,62.4989518,62.8969034,-0.753940529,-0.769853889,1.14976384,1.15262212,-2.14028293,39.9169779,0.0497834312,0.630959454,-2.1362026,-2.13609869,-4.06143166,-4.06134677
0.258,0,0,0,0,0,0,0,0,403.367841,403.391572,404.017536,404.018014,3393.40257,3454.66325,3258.56779,3407.86531,151.239041,151.873274,62.5013577,62.8995903,-0.754254628,-0.770181406,1.14963828,1.15251837,-2.13471659,39.9168789,0.0498312069,0.629312451,-2.13064667,-2.13054244,-4.05587461,-4.05578954
0.2585,0,0,0,0,0,0,0,0,403.361789,403.385455,404.010761,404.01119,3393.3741,3454.63178,3260.42209,3409.88543,151.204742,151.839818,62.5037514,62.9022647,-0.754559335,-0.770511616,1.14952495,1.15242698,-2.12915036,39.91678,0.0498788691,0.627672321,-2.12509069,-2.12498639,-4.05031763,-4.05023238
0.259,0,0,0,0,0,0,0,0,403.355697,403.379299,404.003952,404.00433,3393.35042,3454.60224,3262.24584,3411.87451,151.170499,151.806416,62.5061325,62.9049263,-0.754866075,-0.770837775,1.1494237,1.15234782,-2.12358424,39.9166813,0.0499264169,0.626039107,-2.11953489,-2.11943041,-4.04476071,-4.04467529
0.2595,0,0,0,0,0,0,0,0,403.349566,403.373104,403.997108,403.997437,3393.3287,3454.57139,3264.03879,3413.8323,151.136312,151.773067,62.5085007,62.9075746,-0.755168941,-0.771153507,1.14933442,1.15228076,-2.11801822,39.9165827,0.0499738496,0.624412851,-2.11397915,-2.11387436,-4.03920386,-4.03911827
0.26,0,0,0,0,0,0,0,0,403.343397,403.366871,403.99023,403.99051,3393.30609,3454.54565,3265.80073,3415.75857,151.102179,151.739772,62.5108555,62.9102093,-0.755462277,-0.771471842,1.14925698,1.15222567,-2.11245231,39.9164843,0.0500211664,0.622793594,-2.10842337,-2.1083185,-4.03364709,-4.03356132
0.2605,0,0,0,0,0,0,0,0,403.337191,403.360601,403.983319,403.983551,3393.28826,3454.52178,3267.53143,3417.65311,151.068102,151.70653,62.5131965,62.91283,-0.755757627,-0.771786051,1.14919124,1.1521824,-2.10688652,39.9163861,0.0500683663,0.621181376,-2.10286776,-2.10276272,-4.02809038,-4.02800443
0.261,0,0,0,0,0,0,0,0,403.330947,403.354294,403.976376,403.97656,3393.27237,3454.49659,3269.23069,3419.51569,151.034081,151.673343,62.5155235,62.9154363,-0.756049025,-0.772089774,1.14913707,1.15215084,-2.10132083,39.916288,0.0501154487,0.619576237,-2.09731222,-2.09720687,-4.02253374,-4.02244762
0.2615,0,0,0,0,0,0,0,0,403.324666,403.347951,403.969401,403.969537,3393.25553,3454.47643,3270.89828,3421.3461,151.000115,151.640208,62.5178359,62.9180279,-0.756330758,-0.772396012,1.14909434,1.15213083,-2.09575526,39.91619,0.0501624125,0.617978217,-2.09175663,-2.09165121,-4.01697717,-4.01689087
0.262,0,0,0,0,0,0,0,0,403.31835,403.341572,403.962395,403.962483,3393.24347,3454.45813,3272.53401,3423.14413,150.966204,151.607128,62.5201335,62.9206044,-0.756614491,-0.772698052,1.14906291,1.15212224,-2.09018979,39.9160922,0.050209257,0.616387352,-2.08620122,-2.08609563,-4.01142067,-4.0113342
0.2625,0,0,0,0,0,0,0,0,403.311999,403.335159,403.955358,403.955399,3393.23332,3454.43845,3274.13767,3424.90957,150.932348,151.574101,62.5224159,62.9231653,-0.756894197,-0.772989557,1.14904265,1.15212494,-2.08462444,39.9159946,0.0502559813,0.614803681,-2.08064588,-2.08053998,-4.00586423,-4.0057776
0.263,0,0,0,0,0,0,0,0,403.305613,403.328711,403.948291,403.948286,3393.22216,3454.42378,3275.70907,3426.64222,150.898548,151.541127,62.5246827,62.9257104,-0.757164112,-0.773283487,1.14903341,1.15213878,-2.0790592,39.9158971,0.0503025844,0.61322724,-2.07509049,-2.07498453,-4.00030787,-4.00022106
0.2635,0,0,0,0,0,0,0,0,403.299193,403.322229,403.941195,403.941143,3393.21579,3454.4109,3277.24801,3428.34189,150.864804,151.508207,62.5269336,62.9282394,-0.757436013,-0.773573154,1.14903506,1.15216362,-2.07349407,39.9157998,0.0503490656,0.611658065,-2.06953528,-2.06942914,-3.99475159,-3.9946646
0.264,0,0,0,0,0,0,0,0,403.292739,403.315715,403.934071,403.933973,3393.2113,3454.39664,3278.75428,3430.00839,150.831115,151.475341,62.5291681,62.9307517,-0.757703819,-0.773852243,1.14904731,1.15219931,-2.06792905,39.9157026,0.0503954237,0.610096192,-2.06398014,-2.0638737,-3.98919537,-3.98910821
0.2645,0,0,0,0,0,0,0,0,403.286253,403.309167,403.926919,403.926775,3393.20575,3454.38731,3280.22776,3431.64153,150.797481,151.442529,62.531386,62.9332471,-0.757961712,-0.774133671,1.14907031,1.15224572,-2.06236415,39.9156055,0.050441658,0.608541654,-2.05842496,-2.05831846,-3.98363922,-3.98355189
0.265,0,0,0,0,0,0,0,0,403.279735,403.302589,403.919739,403.91955,3393.20499,3454.37976,3281.66823,3433.2411,150.763902,151.40977,62.5335869,62.9357252,-0.758221582,-0.774410773,1.14910376,1.15230254,-2.05679937,39.9155086,0.0504877675,0.606994485,-2.05286996,-2.05276328,-3.97808314,-3.97799565
0.2655,0,0,0,0,0,0,0,0,403.273185,403.295979,403.912534,403.912299,3393.20607,3454.37078,3283.07553,3434.80699,150.730379,151.377064,62.5357704,62.9381856,-0.758477294,-0.774677263,1.14914753,1.15236993,-2.05123469,39.9154118,0.0505337513,0.605454719,-2.04731502,-2.04720804,-3.97252714,-3.97243947
0.266,0,0,0,0,0,0,0,0,403.266605,403.289338,403.905302,403.905023,3393.20605,3454.3667,3284.44949,3436.33899,150.696912,151.344413,62.5379363,62.9406281,-0.758722976,-0.774946005,1.14920146,1.15244758,-2.04567013,39.9153152,0.0505796084,0.603922387,-2.04176004,-2.041653,-3.96697121,-3.96688337
0.2665,0,0,0,0,0,0,0,0,403.259995,403.282668,403.898045,403.897721,3393.21081,3454.36434,3285.78995,3437.83695,150.663499,151.311814,62.540084,62.9430522,-0.758970629,-0.775210368,1.14926541,1.15253535,-2.04010569,39.9152186,0.0506253378,0.60239752,-2.03620525,-2.03609803,-3.96141535,-3.96132734
0.267,0,0,0,0,0,0,0,0,403.253355,403.275969,403.890763,403.890396,3393.2174,3454.36053,3287.09675,3439.30069,150.630142,151.27927,62.5422134,62.9454576,-0.759214064,-0.775464091,1.14933923,1.15263309,-2.03454136,39.9151223,0.0506709386,0.600880148,-2.03065052,-2.03054301,-3.95585956,-3.95577139
0.2675,0,0,0,0,0,0,0,0,403.246686,403.26924,403.883458,403.883047,3393.22282,3454.36157,3288.36974,3440.73007,150.596841,151.246779,62.5443241,62.947844,-0.75944736,-0.775719982,1.14942276,1.15274064,-2.02897715,39.915026,0.0507164097,0.599370303,-2.02509574,-2.02498817,-3.95030384,-3.9502155
0.268,0,0,0,0,0,0,0,0,403.239989,403.262485,403.87613,403.875675,3393.23302,3454.3643,3289.60877,3442.12493,150.563595,151.214341,62.5464157,62.950211,-0.759682627,-0.775971439,1.14951587,1.15285786,-2.02341306,39.9149299,0.0507617503,0.597868012,-2.01954116,-2.01943341,-3.9447482,-3.94465969
0.2685,0,0,0,0,0,0,0,0,403.233265,403.255702,403.868779,403.868281,3393.24503,3454.36556,3290.8137,3443.48513,150.530404,151.181958,62.5484879,62.9525583,-0.75991362,-0.776212241,1.14961838,1.15298459,-2.01784908,39.9148339,0.0508069591,0.596373303,-2.01398664,-2.0138786,-3.93919263,-3.93910396
0.269,0,0,0,0,0,0,0,0,403.226514,403.248892,403.861406,403.860865,3393.25582,3454.3716,3291.9844,3444.81053,150.497269,151.149627,62.5505405,62.9548855,-0.760134371,-0.776455126,1.14973016,1.15312066,-2.01228521,39.914738,0.0508520353,0.594886205,-2.00843207,-2.00832398,-3.93363714,-3.9335483
0.2695,0,0,0,0,0,0,0,0,403.219737,403.242057,403.854012,403.853429,3393.27139,3454.3793,3293.12073,3446.101,150.464188,151.11735,62.5525729,62.9571923,-0.760357096,-0.776693531,1.14985105,1.15326594,-2.00672147,39.9146423,0.0508969779,0.593406743,-2.00287769,-2.00276943,-3.92808171,-3.92799271
0.27,0,0,0,0,0,0,0,0,403.212935,403.235196,403.846598,403.845973,3393.28873,3454.38551,3294.22256,3447.35641,150.431164,151.085127,62.554585,62.9594785,-0.760575496,-0.77692127,1.14998088,1.15342026,-2.00115784,39.9145467,0.0509417857,0.591934943,-1.99732339,-1.99721483,-3.92252637,-3.92243719
0.2705,0,0,0,0,0,0,0,0,403.206107,403.228311,403.839164,403.838497,3393.30481,3454.39645,3295.28978,3448.57662,150.398194,151.052958,62.5565764,62.9617436,-0.760783557,-0.777151011,1.15011951,1.15358346,-1.99559433,39.9144512,0.0509864578,0.590470829,-1.99176903,-1.99166042,-3.91697109,-3.91688175
0.271,0,0,0,0,0,0,0,0,403.199256,403.221403,403.831712,403.831003,3393.32567,3454.40901,3296.32227,3449.76153,150.36528,151.020841,62.5585469,62.9639873,-0.760993598,-0.777376229,1.15026677,1.15375538,-1.99003094,39.9143558,0.051030993,0.589014427,-1.98621487,-1.98610609,-3.91141589,-3.91132639
0.2715,0,0,0,0,0,0,0,0,403.192381,403.214471,403.82424,403.82349,3393.34829,3454.42006,3297.31992,3450.91102,150.332422,150.988779,62.560496,62.9662093,-0.76119927,-0.777590781,1.15042251,1.15393586,-1.98446767,39.9142605,0.0510753904,0.58756576,-1.98066077,-1.9805517,-3.90586077,-3.9057711
0.272,0,0,0,0,0,0,0,0,403.185484,403.207516,403.816752,403.81596,3393.36958,3454.43579,3298.28262,3452.02498,150.299618,150.956769,62.5624235,62.9684094,-0.761394511,-0.777807254,1.15058657,1.15412475,-1.97890452,39.9141654,0.0511196488,0.586124849,-1.97510663,-1.97499751,-3.90030571,-3.90021588
0.2725,0,0,0,0,0,0,0,0,403.178565,403.20054,403.809246,403.808414,3393.39566,3454.4531,3299.21026,3453.1033,150.26687,150.924814,62.5643291,62.9705871,-0.761591742,-0.778019167,1.15075878,1.15432188,-1.97334148,39.9140703,0.0511637671,0.584691716,-1.96955268,-1.96944339,-3.89475074,-3.89466074
0.273,0,0,0,0,0,0,0,0,403.171624,403.193543,403.801724,403.800852,3393.42346,3454.46889,3300.10277,3454.14589,150.234177,150.892911,62.5662124,62.9727422,-0.761784566,-0.77822042,1.150939,1.15452709,-1.96777856,39.9139754,0.0512077444,0.583266383,-1.9639988,-1.96388922,-3.88919584,-3.88910568
0.2735,0,0,0,0,0,0,0,0,403.164663,403.186526,403.794187,403.793274,3393.4499,3454.4893,3300.96004,3455.15266,150.20154,150.861062,62.5680733,62.9748743,-0.761966872,-0.778423517,1.15112704,1.15474022,-1.96221577,39.9138806,0.0512515794,0.581848869,-1.95844487,-1.95833524,-3.88364101,-3.88355069
0.274,0,0,0,0,0,0,0,0,403.157682,403.179489,403.786634,403.785682,3393.48111,3454.51125,3301.78199,3456.12352,150.168957,150.829267,62.5699113,62.9769832,-0.762151183,-0.778622021,1.15132276,1.1549611,-1.95665309,39.9137859,0.0512952711,0.580439194,-1.95289114,-1.95278134,-3.87808626,-3.87799578
