time_s,imp_IMP_MYUSM_L1,imp_IMP_MYUSM_R1,imp_IMP_MYUSM_L2,imp_IMP_MYUSM_R2,imp_IMP_FS_L1,imp_IMP_FS_R1,imp_IMP_FS_L2,imp_IMP_FS_R2,exp_AVy_L1,exp_AVy_R1,exp_AVy_L2,exp_AVy_R2,exp_Fz_L1,exp_Fz_R1,exp_Fz_L2,exp_Fz_R2,exp_CmpS_L1,exp_CmpS_R1,exp_CmpS_L2,exp_CmpS_R2,exp_Vz_Wc_L1,exp_Vz_Wc_R1,exp_Vz_Wc_L2,exp_Vz_Wc_R2,exp_Xo,exp_Vx,exp_Roll_E,exp_Pitch,exp_X_L1,exp_X_R1,exp_X_L2,exp_X_R2
0.037,0,0,0,0,0,0,0,0,13.3041718,13.3060506,13.3058716,13.3072855,22415.847,22412.1567,21226.4164,21226.7494,53.5929859,53.5851559,50.6067307,50.6069104,-0.0115365181,-0.0111103344,-0.0132869308,-0.0133809893,100.028365,2.79508889,2.44475453e-05,-0.262948127,100.026382,100.026626,96.1263536,96.1263549
0.0375,0,0,0,0,0,0,0,0,13.3140143,13.3160153,13.3150208,13.3164864,22415.7806,22412.1471,21226.4639,21226.8066,53.5930276,53.5851806,50.6067041,50.6068893,-0.0114575392,-0.0110785473,-0.0132738521,-0.0133697986,100.028753,2.79496482,2.51798198e-05,-0.262949497,100.02677,100.027014,96.1267418,96.1267431
0.038,0,0,0,0,0,0,0,0,13.3243862,13.3265012,13.3246849,13.3262026,22415.7079,22412.1345,21226.5098,21226.8625,53.5930759,53.5852092,50.6066742,50.606865,-0.011395544,-0.0110617247,-0.0132560541,-0.0133539343,100.029141,2.79483797,2.59247268e-05,-0.262950717,100.027158,100.027402,96.12713,96.1271313
0.0385,0,0,0,0,0,0,0,0,13.3351256,13.3373451,13.3347132,13.3362829,22415.6294,22412.1192,21226.5537,21226.9165,53.5931302,53.5852413,50.6066414,50.6068379,-0.011351087,-0.0110602546,-0.0132338458,-0.0133337025,100.029529,2.79470921,2.66823898e-05,-0.262951783,100.027546,100.02779,96.1275182,96.1275195
0.039,0,0,0,0,0,0,0,0,13.346066,13.3483794,13.3449501,13.3465716,22415.5394,22412.1015,21226.5951,21226.9683,53.5931898,53.5852762,50.6066063,50.6068085,-0.011324149,-0.0110742936,-0.0132075996,-0.0133094729,100.029917,2.79457942,2.74529309e-05,-0.262952691,100.027934,100.028178,96.1279063,96.1279077
0.0395,0,0,0,0,0,0,0,0,13.3570385,13.3594343,13.3552377,13.3569108,22415.4574,22412.0765,21226.6337,21227.0174,53.5932536,53.5853132,50.6065693,50.6067773,-0.0113159687,-0.011103404,-0.0131777451,-0.0132816734,100.030306,2.79444951,2.8236471e-05,-0.262953441,100.028322,100.028566,96.1282944,96.1282958
0.04,0,0,0,0,0,0,0,0,13.3678748,13.3703407,13.3654182,13.3671422,22415.3672,22412.0547,21226.669,21227.0634,53.5933209,53.5853515,50.606531,50.606745,-0.011324721,-0.0111482458,-0.0131447648,-0.0132507821,100.030694,2.79432038,2.90331275e-05,-0.262954037,100.02871,100.028954,96.1286825,96.128684
0.0405,0,0,0,0,0,0,0,0,13.3784096,13.3809328,13.3751729,13.3769462,22415.2698,22412.0367,21226.7007,21227.1062,53.5933908,53.5853904,50.606492,50.606712,-0.0113504805,-0.011207809,-0.013109275,-0.013217415,100.031082,2.79419337,2.98430223e-05,-0.262954485,100.029098,100.029342,96.1290706,96.1290721
0.041,0,0,0,0,0,0,0,0,13.3884818,13.3910489,13.3846245,13.3864469,22415.1718,22412.0138,21226.7287,21227.1454,53.5934621,53.5854289,50.606453,50.606679,-0.0113928982,-0.0112806625,-0.0130717203,-0.0131820148,100.03147,2.79406858,3.06662711e-05,-0.262954793,100.029486,100.02973,96.1294586,96.1294602
0.0415,0,0,0,0,0,0,0,0,13.3979394,13.4005369,13.3935062,13.3953766,22415.072,22411.9898,21226.7528,21227.1809,53.593534,53.5854665,50.6064144,50.6066466,-0.0114507132,-0.0113663714,-0.0130327182,-0.0131451963,100.031858,2.79394717,3.15029866e-05,-0.26295497,100.029875,100.030119,96.1298467,96.1298483
0.042,0,0,0,0,0,0,0,0,13.4066395,13.4092539,13.4017,13.4036171,22414.971,22411.966,21226.7728,21227.2125,53.5936055,53.5855022,50.606377,50.6066153,-0.0115227843,-0.011463723,-0.0129928794,-0.0131075692,100.032246,2.79382986,3.23532818e-05,-0.26295503,100.030263,100.030507,96.1302347,96.1302364
0.0425,0,0,0,0,0,0,0,0,13.4144515,13.4170692,13.4090835,13.4110463,22414.8695,22411.9429,21226.7886,21227.2402,53.5936755,53.5855352,50.6063411,50.6065858,-0.011607745,-0.0115713506,-0.0129528181,-0.013069746,100.032634,2.79371734,3.32172679e-05,-0.262954985,100.030651,100.030895,96.1306227,96.1306244
0.043,0,0,0,0,0,0,0,0,13.4212587,13.4238664,13.4155465,13.4175537,22414.7683,22411.921,21226.8003,21227.264,53.5937433,53.5855647,50.6063075,50.6065585,-0.0117040538,-0.0116877368,-0.0129131507,-0.0130323422,100.033022,2.79361024,3.40950533e-05,-0.262954853,100.031039,100.031284,96.1310106,96.1310124
0.0435,0,0,0,0,0,0,0,0,13.4269599,13.4295447,13.420993,13.4230432,22414.6678,22411.9008,21226.808,21227.284,53.5938079,53.5855901,50.6062766,50.6065341,-0.0118100236,-0.0118112255,-0.0128744856,-0.0129959651,100.03341,2.7935091,3.49867446e-05,-0.262954652,100.031428,100.031672,96.1313986,96.1314005
0.044,0,0,0,0,0,0,0,0,13.4314708,13.4340203,13.4253426,13.4274346,22414.5688,22411.8827,21226.8117,21227.3003,53.5938685,53.5856107,50.606249,50.6065129,-0.0119238492,-0.0119400465,-0.0128374137,-0.0129612048,100.033798,2.79341436,3.58924457e-05,-0.262954399,100.031816,100.032061,96.1317866,96.1317885
0.0445,0,0,0,0,0,0,0,0,13.4347254,13.4372276,13.4285315,13.430664,22414.4718,22411.8674,21226.8117,21227.3131,53.5939242,53.5856258,50.6062249,50.6064954,-0.0120436366,-0.0120723411,-0.0128024999,-0.0129286257,100.034186,2.79332638,3.6812258e-05,-0.262954115,100.032204,100.032449,96.1321745,96.1321765
0.045,0,0,0,0,0,0,0,0,13.4366766,13.4391202,13.4305136,13.4326853,22414.3773,22411.8551,21226.8083,21227.3227,53.5939745,53.585635,50.6062049,50.6064821,-0.0121674347,-0.0122061882,-0.012770275,-0.0128987583,100.034574,2.79324541,3.77462795e-05,-0.262953821,100.032593,100.032838,96.1325624,96.1325644
0.0455,0,0,0,0,0,0,0,0,13.4372969,13.4396712,13.4312608,13.4334706,22414.2858,22411.8463,21226.8016,21227.3294,53.5940187,53.5856378,50.6061891,50.6064731,-0.0122932666,-0.0123396296,-0.0127412282,-0.0128720914,100.034962,2.79317159,3.8694605e-05,-0.262953537,100.032981,100.033226,96.1329503,96.1329524
0.046,0,0,0,0,0,0,0,0,13.4365786,13.4388739,13.4307635,13.4330102,22414.1976,22411.8412,21226.7921,21227.3334,53.5940564,53.5856338,50.606178,50.6064688,-0.0124191637,-0.0124706956,-0.0127157997,-0.0128490651,100.03535,2.79310498,3.96573249e-05,-0.262953284,100.03337,100.033615,96.1333382,96.1333404
0.0465,0,0,0,0,0,0,0,0,13.4345342,13.4367413,13.4290305,13.4313132,22414.1132,22411.8402,21226.7802,21227.3353,53.5940871,53.5856228,50.6061717,50.6064693,-0.0125431986,-0.0125974294,-0.0126943745,-0.0128300649,100.035738,2.7930455,4.06345246e-05,-0.262953082,100.033758,100.034003,96.1337261,96.1337283
0.047,0,0,0,0,0,0,0,0,13.4311955,13.4333061,13.4260889,13.4284067,22414.0327,22411.8434,21226.7663,21227.3355,53.5941105,53.5856046,50.6061702,50.6064749,-0.0126635192,-0.0127179075,-0.0126772773,-0.0128154156,100.036126,2.79299299,4.16262835e-05,-0.262952953,100.034146,100.034391,96.134114,96.1341163
0.0475,0,0,0,0,0,0,0,0,13.4266135,13.4286206,13.4219834,13.4243357,22413.9565,22411.8509,21226.7509,21227.3343,53.5941264,53.5855793,50.6061737,50.6064854,-0.0127783795,-0.0128302583,-0.0126647674,-0.0128053775,100.036513,2.79294717,4.26326734e-05,-0.262952915,100.034535,100.03478,96.1345019,96.1345042
0.048,0,0,0,0,0,0,0,0,13.4208574,13.4227554,13.4167759,13.4191621,22413.8846,22411.8629,21226.7344,21227.3324,53.5941348,53.5855468,50.6061822,50.606501,-0.0128861659,-0.0129326818,-0.0126570351,-0.0128001427,100.036901,2.79290768,4.36537566e-05,-0.262952986,100.034923,100.035168,96.1348898,96.1348922
0.0485,0,0,0,0,0,0,0,0,13.4140135,13.4157994,13.4105442,13.4129639,22413.8172,22411.8791,21226.7174,21227.3302,53.5941356,53.5855075,50.6061955,50.6065215,-0.0129854111,-0.0130234759,-0.0126541991,-0.0127998328,100.037289,2.79287405,4.46895846e-05,-0.262953184,100.035311,100.035557,96.1352776,96.1352801
0.049,0,0,0,0,0,0,0,0,13.4061836,13.4078584,13.4033807,13.4058337,22413.7544,22411.8997,21226.7004,21227.3282,53.594129,53.5854615,50.6062136,50.6065468,-0.0130747882,-0.0131010804,-0.0126563049,-0.0128044974,100.037677,2.79284574,4.57401961e-05,-0.262953522,100.035699,100.035945,96.1356655,96.135668
0.0495,0,0,0,0,0,0,0,0,13.3974839,13.3990541,13.3953914,13.3978777,22413.6961,22411.9244,21226.6838,21227.3269,53.5941152,53.5854094,50.6062361,50.6065767,-0.0131530787,-0.0131641544,-0.0126633249,-0.0128141133,100.038065,2.79282212,4.68056172e-05,-0.262954015,100.036087,100.036333,96.1360533,96.136056
0.05,0,0,0,0,0,0,0,0,13.3880428,13.3895217,13.3866937,13.3892134,22413.6423,22411.9531,21226.6682,21227.3269,53.5940944,53.5853516,50.6062627,50.6066108,-0.0132191351,-0.0132116833,-0.0126751595,-0.0128285838,100.038453,2.79280249,4.78858638e-05,-0.262954673,100.036476,100.036722,96.1364412,96.1364439
